Atleta,Código_Posição_Wyscout,Liga,Versão_Temporada,Posição
A. Ilić,12,NOR,2023,Atacante
A. Iliev,12,BUL,2023,Atacante
A. Iljazovski,1,DEN,2023,Lateral
A. Ioniţă,8,ITA2,2023,Segundo Volante
A. Ioniţă,9,ROM,2023,Meia
A. Ionov,11,RUS,2023,Extremo
A. Iovine,1,ITA2,2023,Lateral
A. Irazoque,4,ARG2,2023,Zagueiro
A. Irving,9,AUT,2023,Meia
A. Isak,12,ENG1,2023,Atacante
A. Ișfan,9,ROM,2023,Meia
A. Ismailov,10,UZB,2023,Extremo
A. Ismailov,4,UZB,2023,Zagueiro
A. Ismajli,4,ITA1,2023,Zagueiro
A. Ismatullaev,7,UZB,2023,Primeiro Volante
A. Isuf,1,BUL,2023,Lateral
A. Ito,7,JAP,2023,Primeiro Volante
A. Ivačič,0,USA,2023,Goleiro
A. Ivan,10,ROM,2023,Extremo
A. Ivanov,7,ROM,2023,Primeiro Volante
A. Iwobi,10,ENG1,2023,Extremo
A. Izzo,4,ITA1,2023,Zagueiro
A. Jackson,9,USA,2023,Meia
A. Jacobsen,12,DEN,2023,Atacante
A. Jahanbakhsh,10,HOL,2023,Extremo
A. Jahouh,7,IND,2023,Primeiro Volante
A. Jakoliš,1,ROM,2023,Lateral
A. Jallow,10,FRA2,2023,Extremo
A. Jallow,1,ITA2,2023,Lateral
A. Jankewitz,8,SWZ,2023,Segundo Volante
A. Jánoš,8,CZH,2023,Segundo Volante
A. Jashak,10,UAE,2023,Extremo
A. Jashari,7,SWZ,2023,Primeiro Volante
A. Jašić,8,AUT,2023,Segundo Volante
A. Jasson,10,USA,2023,Extremo
A. Jayanto,7,INDO,2023,Primeiro Volante
A. Jędrzejczyk,4,POL,2023,Zagueiro
A. Jensen,1,SWE,2023,Lateral
A. Jenssen,4,NOR,2023,Zagueiro
A. Jipa,10,ROM,2023,Extremo
A. Johansson,12,SWE,2023,Atacante
A. Johnston,1,SCT,2023,Lateral
A. Jones,4,ENG2,2023,Zagueiro
A. Jovanović,4,IND,2023,Zagueiro
A. Jovanović,0,SER,2023,Goleiro
A. Juel Andersen,4,NOR,2023,Zagueiro
A. Jufriyanto,4,INDO,2023,Zagueiro
A. Jukić,8,AUT,2023,Segundo Volante
A. Julio,12,USA,2023,Atacante
A. Jumayev,10,UZB,2023,Extremo
A. Jung,12,FRA2,2023,Atacante
A. Jung,1,GER1,2023,Lateral
A. Jusino,4,BOL,2023,Zagueiro
A. Kabashi,4,FIN,2023,Zagueiro
A. Kabov,10,BUL,2023,Extremo
A. Kade,10,SWZ,2023,Extremo
A. Kadri,8,BEL1,2023,Segundo Volante
A. Kadušić,1,CRO,2023,Lateral
A. Kaibou,10,MOR,2023,Extremo
A. Kaidi,12,MOR,2023,Atacante
A. Kalandadze,4,GEO,2023,Zagueiro
A. Kalimuendo,12,FRA1,2023,Atacante
A. Kalulu,12,FRA2,2023,Atacante
A. Kamara,12,GRE,2023,Atacante
A. Kanté,12,SPA2,2023,Atacante
A. Kara,7,TUR,2023,Primeiro Volante
A. Karabec,11,CZH,2023,Extremo
A. Karazor,8,GER1,2023,Segundo Volante
A. Karimi,8,TUR,2023,Segundo Volante
A. Karo,4,GRE,2023,Zagueiro
A. Karpukas,7,RUS,2023,Primeiro Volante
A. Kashi,7,FRA2,2023,Primeiro Volante
A. Kashtanov,12,RUS,2023,Atacante
A. Katai,9,SER,2023,Meia
A. Katić,0,SER,2023,Goleiro
A. Katranis,1,POL,2023,Lateral
A. Kawazura,4,JAP,2023,Zagueiro
A. Khafifi,4,QAT,2023,Zagueiro
A. Khairi,8,MOR,2023,Segundo Volante
A. Khaldi,10,ALG,2023,Extremo
A. King,7,ENG2,2023,Primeiro Volante
A. Kippes,4,ARG2,2023,Zagueiro
A. Kızıldağ,4,TUR,2023,Zagueiro
A. Klishchuk,0,UKR,2023,Goleiro
A. Klynge,8,DEN,2023,Segundo Volante
A. Knauff,1,GER1,2023,Lateral
A. Kocaman,4,TUR,2023,Zagueiro
A. Koita,1,BEL1,2023,Lateral
A. Kolev,12,BUL,2023,Atacante
A. Komilov,1,UZB,2023,Lateral
A. Komilov,1,UZB,2023,Lateral
A. Konstantopoulos,4,BEL2,2023,Zagueiro
A. Koşelev,0,GRE,2023,Goleiro
A. Kozak,10,UKR,2023,Extremo
A. Kraev,7,BUL,2023,Primeiro Volante
A. Král,7,GER1,2023,Primeiro Volante
A. Kramarić,8,GER1,2023,Segundo Volante
A. Křapka,4,CZH,2023,Zagueiro
A. Krešić,4,ROM,2023,Zagueiro
A. Kristiansen,0,NOR,2023,Goleiro
A. Krivotsyuk,4,KOR,2023,Zagueiro
A. Kukharuk,8,UKR,2023,Segundo Volante
A. Kulakov,12,UKR,2023,Atacante
A. Kusuma,12,INDO,2023,Atacante
A. La Gumina,12,ITA2,2023,Atacante
A. La Mantia,12,ITA2,2023,Atacante
A. Laallam,4,QAT,2023,Zagueiro
A. Lacazette,12,FRA1,2023,Atacante
A. Lafont,0,FRA1,2023,Goleiro
A. Lahmri,10,ALG,2023,Extremo
A. Laïdouni,8,GER1,2023,Segundo Volante
A. Lakhdar,10,MOR,2023,Extremo
A. Lakred,0,MOR,2023,Goleiro
A. Lamirat,7,MOR,2023,Primeiro Volante
A. Lamrabat,1,MOR,2023,Lateral
A. Langovich,1,RUS,2023,Lateral
A. Lapage,4,BEL2,2023,Zagueiro
A. Larose,10,FRA2,2023,Extremo
A. Larsson,12,FIN,2023,Atacante
A. Lassiter,1,USA,2023,Lateral
A. Latković,8,CRO,2023,Segundo Volante
A. Laurienté,10,ITA1,2023,Extremo
A. Lavezzi,12,ARG2,2023,Atacante
A. Ławniczak,4,POL,2023,Zagueiro
A. Layouni,11,SWE,2023,Extremo
A. Le Fondre,12,AUS,2023,Atacante
A. Leautey,10,FRA2,2023,Extremo
A. Ledesma,4,PAR,2023,Zagueiro
A. Leifsson,4,NOR,2023,Zagueiro
A. Lemsen,4,MOR,2023,Zagueiro
A. Lescano,9,ARG1,2023,Meia
A. Lestaluhu,1,INDO,2023,Lateral
A. Lezcano,0,CRC,2023,Goleiro
A. Liasos,8,GRE,2023,Segundo Volante
A. Liber,9,CRO,2023,Meia
A. Lima,8,URU,2023,Segundo Volante
A. Lind,12,DEN,2023,Atacante
A. Lindahl,1,SWE,2023,Lateral
A. Linde,0,GER2,2023,Goleiro
A. Linguet,1,FRA2,2023,Lateral
A. Lioi,10,ARG2,2023,Extremo
A. Lis,0,POL,2023,Goleiro
A. Llano,12,BOL,2023,Atacante
A. Llinás,4,COL,2023,Zagueiro
A. Loba,12,MEX,2023,Atacante
A. Long,4,USA,2023,Zagueiro
A. Lookman,12,ITA1,2023,Atacante
A. López,7,CRC,2023,Primeiro Volante
A. López,8,MEX,2023,Segundo Volante
A. López,7,ROM,2023,Primeiro Volante
A. Losilla,8,GER1,2023,Segundo Volante
A. Louveau,4,POL,2023,Zagueiro
A. Lozano,12,SPA1,2023,Atacante
A. Lucero,8,INDO,2023,Segundo Volante
A. Luna,12,ARG2,2023,Atacante
A. Luna,12,IND,2023,Atacante
A. Lundqvist,1,USA,2023,Lateral
A. Lusamba,8,TUR,2023,Segundo Volante
A. Luthe,0,GER2,2023,Goleiro
A. Lutovac,1,AUT,2023,Lateral
A. Lyaskov,1,BUL,2023,Lateral
A. Lyons,1,ENG2,2023,Lateral
A. Lyubenov,0,BUL,2023,Goleiro
A. Mabika,4,USA,2023,Zagueiro
A. Mac Allister,7,ENG1,2023,Primeiro Volante
A. MacDonald,4,SCT,2023,Zagueiro
A. Maciel,4,ARG1,2023,Zagueiro
A. MacNulty,1,HOL,2023,Lateral
A. Mäenpää,1,FIN,2023,Lateral
A. Magashy,8,SWE,2023,Segundo Volante
A. Magrassi,12,ITA2,2023,Atacante
A. Maher,8,SAUD,2023,Segundo Volante
A. Maier,10,GER1,2023,Extremo
A. Maitland-Niles,1,ENG1,2023,Lateral
A. Maiz,8,PAR,2023,Segundo Volante
A. Majdevac,12,SER,2023,Atacante
A. Majid,0,MOR,2023,Goleiro
A. Majstorović,4,CRO,2023,Zagueiro
A. Makarchuk,1,RUS,2023,Lateral
A. Makki,1,SAUD,2023,Lateral
A. Makoumbou,8,ITA1,2023,Segundo Volante
A. Makoumbou,7,ITA2,2023,Primeiro Volante
A. Maksimenko,0,RUS,2023,Goleiro
A. Malanda,4,USA,2023,Zagueiro
A. Malis,4,GRE,2023,Zagueiro
A. Mammeri,1,ALG,2023,Lateral
A. Mandi,4,SPA1,2023,Zagueiro
A. Mandous,0,CZH,2023,Goleiro
A. Mandréa,0,FRA2,2023,Goleiro
A. Mannan,4,INDO,2023,Zagueiro
A. Manneh,7,DEN,2023,Primeiro Volante
A. Manzur,7,ARG2,2023,Primeiro Volante
A. Maraval,0,FRA2,2023,Goleiro
A. Marcandalli,4,ITA2,2023,Zagueiro
A. Marchesano,12,SWZ,2023,Atacante
A. Marin,10,CRO,2023,Extremo
A. Marinelli,12,ARG1,2023,Atacante
A. Markanich,1,USA,2023,Lateral
A. Martial,12,ENG1,2023,Atacante
A. Martín Arias,0,ARG1,2023,Goleiro
A. Martínez,12,ARG1,2023,Atacante
A. Martínez,1,ARG2,2023,Lateral
A. Martínez,10,BEL2,2023,Extremo
A. Martínez,10,MEX,2023,Extremo
Á. Martínez,1,PAR,2023,Lateral
Á. Martino,1,ARG1,2023,Lateral
A. Martynovich,4,RUS,2023,Zagueiro
A. Marušić,1,ITA1,2023,Lateral
A. Marzak,1,MOR,2023,Lateral
A. Masiello,4,ITA2,2023,Zagueiro
A. Masuaku,1,TUR,2023,Lateral
A. Masuero,4,ARG2,2023,Zagueiro
A. Mata,8,CRC,2023,Segundo Volante
A. Măţan,11,USA,2023,Extremo
A. Mateiu,7,ROM,2023,Primeiro Volante
A. Matějů,1,ITA2,2023,Lateral
A. Matić,7,SER,2023,Primeiro Volante
A. Matusiwa,7,FRA1,2023,Primeiro Volante
A. Maxim,10,TUR,2023,Extremo
A. Maxsø,4,USA,2023,Zagueiro
A. Mayorga,1,MEX,2023,Lateral
A. Mazilu,11,ROM,2023,Extremo
A. Mazzotta,1,ITA2,2023,Lateral
A. Mbengue,1,ENG2,2023,Lateral
A. McCann,8,ENG2,2023,Segundo Volante
A. McGregor,0,SCT,2023,Goleiro
A. Medina,0,ARG1,2023,Goleiro
A. Medina,10,BOL,2023,Extremo
A. Medina,10,MEX,2023,Extremo
A. Medina,11,URU,2023,Extremo
A. Mehmeti,10,ENG2,2023,Extremo
A. Mehring,0,URU,2023,Goleiro
A. Meijers,1,HOL,2023,Lateral
A. Mejía,7,COL,2023,Primeiro Volante
A. Mejía,8,GRE,2023,Segundo Volante
A. Mekvabishvili,8,GEO,2023,Segundo Volante
A. Melean,8,BOL,2023,Segundo Volante
A. Melgalvis,1,NOR,2023,Lateral
A. Melo,8,ARG2,2023,Segundo Volante
A. Melo,12,ARG2,2023,Atacante
A. Memić,10,CZH,2023,Extremo
Á. Mena,10,MEX,2023,Extremo
A. Mendel,8,RUS,2023,Segundo Volante
A. Mendes Moreira,10,GRE,2023,Extremo
A. Méndez,1,ARG1,2023,Lateral
A. Mendy,1,FRA2,2023,Lateral
A. Mendy,12,FRA2,2023,Atacante
A. Meret,0,ITA1,2023,Goleiro
A. Meroni,4,ITA2,2023,Zagueiro
A. Mesarović,10,SER,2023,Extremo
A. Messidoro,8,INDO,2023,Segundo Volante
A. Meziane,10,ALG,2023,Extremo
A. Micai,0,ITA2,2023,Goleiro
A. Mierzejewski,12,CHN,2023,Atacante
A. Mikkelsen,10,SWE,2023,Extremo
A. Milić,4,POL,2023,Zagueiro
A. Milik,12,ITA1,2023,Atacante
A. Milošević,4,SWE,2023,Zagueiro
A. Mina,4,BOL,2023,Zagueiro
A. Miranchuk,9,ITA1,2023,Meia
A. Miranchuk,9,RUS,2023,Meia
A. Miron,4,ROM,2023,Zagueiro
A. Mironov,8,RUS,2023,Segundo Volante
A. Mishov,12,GEO,2023,Atacante
A. Mishra,1,IND,2023,Lateral
A. Mitchell,4,SCT,2023,Zagueiro
A. Mitkov,7,BUL,2023,Primeiro Volante
A. Mitriță,10,ROM,2023,Extremo
A. Mitriță,10,SAUD,2023,Extremo
A. Mitrović,12,ENG1,2023,Atacante
A. Mitrović,12,SAUD,2023,Atacante
A. Mocsi,4,TUR,2023,Zagueiro
A. Molina,1,ARG2,2023,Lateral
A. Molinas,9,ARG1,2023,Meia
A. Monfray,4,FRA2,2023,Zagueiro
A. Monllor,0,ARG2,2023,Goleiro
A. Monreal,0,CRC,2023,Goleiro
A. Montaño,7,COL,2023,Primeiro Volante
A. Montaño,8,MEX,2023,Segundo Volante
A. Montero,1,ARG2,2023,Lateral
Á. Montero,0,COL,2023,Goleiro
A. Montes,4,MEX,2023,Zagueiro
A. Montgomery,1,SCT,2023,Lateral
A. Mora,8,CRC,2023,Segundo Volante
A. Morales,10,ARG2,2023,Extremo
A. Morales,8,USA,2023,Segundo Volante
A. Moran,10,ENG2,2023,Extremo
A. Morelos,12,SCT,2023,Atacante
A. Moreno,7,ARG1,2023,Primeiro Volante
A. Moreno,8,BOL,2023,Segundo Volante
A. Moreno,4,COL,2023,Zagueiro
A. Moris,0,BEL1,2023,Goleiro
A. Morris,8,USA,2023,Segundo Volante
A. Mosór,4,POL,2023,Zagueiro
A. Mosquera,0,COL,2023,Goleiro
A. Mosquera,4,MEX,2023,Zagueiro
A. Mostovoy,11,RUS,2023,Extremo
A. Moueffek,8,FRA2,2023,Segundo Volante
A. Moulhami,4,MOR,2023,Zagueiro
A. Mourid,8,MOR,2023,Segundo Volante
A. Mowatt,8,ENG2,2023,Segundo Volante
A. Mozgovoy,8,UZB,2023,Segundo Volante
A. Mozo,1,MEX,2023,Lateral
A. Mucolli,11,SWE,2023,Extremo
A. Muja,10,BEL1,2023,Extremo
A. Mukherjee,1,IND,2023,Lateral
A. Mumin,4,SPA1,2023,Zagueiro
A. Munawar,1,INDO,2023,Lateral
A. Munksgaard,1,NOR,2023,Lateral
A. Murić,0,ENG2,2023,Goleiro
A. Murillo,8,CRC,2023,Segundo Volante
A. Musaba,10,ENG2,2023,Extremo
A. Musi,10,ROM,2023,Extremo
A. Musse,10,CAN,2023,Extremo
A. Muyl,10,USA,2023,Extremo
A. Mylchenko,7,UKR,2023,Primeiro Volante
A. Nabbout,10,AUS,2023,Extremo
A. Nagalo,4,DEN,2023,Zagueiro
Á. Nagy,7,ITA2,2023,Primeiro Volante
A. Nahuelpán,12,BOL,2023,Atacante
A. Najar,1,USA,2023,Lateral
A. Nakach,1,MOR,2023,Lateral
A. Nalić,12,SWE,2023,Atacante
A. Nanah,11,MOR,2023,Extremo
Á. Navarro,12,URU,2023,Atacante
A. Ndao,10,TUR,2023,Extremo
A. Ndiaye,10,SPA1,2023,Extremo
A. N'Diaye,4,FRA2,2023,Zagueiro
A. Ndom,4,FIN,2023,Zagueiro
A. Ndour,12,BEL1,2023,Atacante
A. Ndour,1,FRA2,2023,Lateral
A. Ne'matov,0,UZB,2023,Goleiro
A. Nemec,12,ROM,2023,Atacante
A. Nemsadze,1,GEO,2023,Lateral
A. Ngamba,8,FIN,2023,Segundo Volante
A. Ngouyamsa,4,FRA2,2023,Zagueiro
A. Ngueukam,12,FIN,2023,Atacante
A. Niewulis,4,POL,2023,Zagueiro
A. Nigmatullin,0,RUS,2023,Goleiro
A. Noorollahi,8,UAE,2023,Segundo Volante
A. Noppert,0,HOL,2023,Goleiro
A. Nordin,10,FRA1,2023,Extremo
A. Nosko,4,UZB,2023,Zagueiro
A. Novak,12,CAN,2023,Atacante
A. Novakovich,12,ITA2,2023,Atacante
A. Ntoi,4,GRE,2023,Zagueiro
A. Nübel,0,FRA1,2023,Goleiro
A. Nübel,0,GER1,2023,Goleiro
A. Nufiandani,10,INDO,2023,Extremo
A. Nugroho,10,INDO,2023,Extremo
A. Nuhiu,12,AUT,2023,Atacante
A. Núñez,1,PAR,2023,Lateral
A. Nwakaeme,12,SAUD,2023,Atacante
A. Nyom,1,SPA2,2023,Lateral
A. Obert,4,ITA2,2023,Zagueiro
A. Obileye,4,SCT,2023,Zagueiro
A. Ocampo,10,ARG1,2023,Extremo
A. Ocampo,10,URU,2023,Extremo
A. Ochoa,1,ARG2,2023,Lateral
A. Odilov,12,UZB,2023,Atacante
A. Ogbonna,4,ENG1,2023,Zagueiro
A. Oğuz,1,TUR,2023,Lateral
A. Okonkwo,0,AUT,2023,Goleiro
A. Oktaviansyah,7,INDO,2023,Primeiro Volante
A. Okumuş,1,TUR,2023,Lateral
A. Oliveros,1,MEX,2023,Lateral
A. Olusanya,12,FIN,2023,Atacante
A. Omobamidele,4,ENG2,2023,Zagueiro
A. Ömür,9,TUR,2023,Meia
A. Onana,0,ENG1,2023,Goleiro
A. Onana,8,ENG1,2023,Segundo Volante
A. Onana,0,ITA1,2023,Goleiro
A. O'Neill,7,AUS,2023,Primeiro Volante
A. Opoku,10,GER2,2023,Extremo
A. Oroian,1,ROM,2023,Lateral
A. Ortikov,0,UZB,2023,Goleiro
A. Ortíz,4,MEX,2023,Zagueiro
A. Osipov,7,RUS,2023,Primeiro Volante
A. Osorio,12,ARG1,2023,Atacante
A. Otakhonov,4,UZB,2023,Zagueiro
A. Ouahim,9,HOL,2023,Meia
A. Oudrhiri,8,POR1,2023,Segundo Volante
A. Oukidja,0,FRA1,2023,Goleiro
A. Oukidja,0,FRA2,2023,Goleiro
A. Oviedo,12,PAR,2023,Atacante
A. Owolabi-Belewu,1,CAN,2023,Lateral
A. Oyola,9,ARG2,2023,Meia
A. Oyono,1,ITA1,2023,Lateral
A. Palavecino,8,ARG1,2023,Segundo Volante
A. Paleari,0,ITA2,2023,Goleiro
A. Palmer,0,ENG2,2023,Goleiro
A. Paločević,8,KOR,2023,Segundo Volante
A. Palumbo,8,ITA2,2023,Segundo Volante
A. Panait,7,ROM,2023,Primeiro Volante
A. Pantea,1,ROM,2023,Lateral
A. Papetti,4,ITA2,2023,Zagueiro
A. Paredes,1,PAR,2023,Lateral
A. Parra,10,COL,2023,Extremo
A. Partipilo,12,ITA2,2023,Atacante
A. Pașcanu,4,SPA2,2023,Zagueiro
A. Paschalakis,0,GRE,2023,Goleiro
A. Patterson,0,ENG2,2023,Goleiro
Á. Pavón,7,ARG2,2023,Primeiro Volante
A. Pears,0,ENG2,2023,Goleiro
A. Pejić,7,AUT,2023,Primeiro Volante
A. Pejović,8,SER,2023,Segundo Volante
A. Pellegrino,11,NOR,2023,Extremo
A. Pelmard,4,FRA1,2023,Zagueiro
A. Pelmard,4,SWZ,2023,Zagueiro
A. Peña,4,MEX,2023,Zagueiro
Á. Peña,9,COL,2023,Meia
A. Perea,7,USA,2023,Primeiro Volante
A. Pereira,1,NOR,2023,Lateral
A. Pereira,12,PAR,2023,Atacante
A. Pereira,1,URU,2023,Lateral
A. Pereyra,1,ARG2,2023,Lateral
A. Pérez,4,ARG2,2023,Zagueiro
A. Pérez,0,PAR,2023,Goleiro
A. Pérez,4,TUR,2023,Zagueiro
A. Pérez,8,URU,2023,Segundo Volante
A. Pergreffi,4,ITA2,2023,Zagueiro
A. Pešić,12,SER,2023,Atacante
A. Petagna,12,ITA1,2023,Atacante
A. Petkov,4,BUL,2023,Zagueiro
A. Petkov,4,POL,2023,Zagueiro
A. Phliponeau,8,FRA2,2023,Segundo Volante
A. Pieper,4,GER1,2023,Zagueiro
A. Pilati,4,ITA2,2023,Zagueiro
A. Pinamonti,12,ITA1,2023,Atacante
A. Pineda,0,CRC,2023,Goleiro
A. Pinthus,0,INDO,2023,Goleiro
A. Pițian,4,ROM,2023,Zagueiro
A. Pitu,10,FRA2,2023,Extremo
A. Plata,10,COL,2023,Extremo
A. Pléa,12,GER1,2023,Atacante
A. Poerba,9,INDO,2023,Meia
A. Poko,8,SAUD,2023,Segundo Volante
A. Ponedelnik,1,UKR,2023,Lateral
A. Pop,12,ROM,2023,Atacante
A. Popovic,4,AUS,2023,Zagueiro
A. Popović,0,SER,2023,Goleiro
A. Popovitch,7,FIN,2023,Primeiro Volante
A. Portillo,1,ARG2,2023,Lateral
A. Posiadała,0,POL,2023,Goleiro
A. Potapov,0,UZB,2023,Goleiro
A. Powell,4,USA,2023,Zagueiro
A. Power,8,SCT,2023,Segundo Volante
A. Prasetyo,4,INDO,2023,Zagueiro
A. Prass,8,AUT,2023,Segundo Volante
A. Preciado,1,BEL1,2023,Lateral
A. Prieto,4,COL,2023,Zagueiro
A. Prijović,12,AUS,2023,Atacante
A. Pritchard,9,ENG2,2023,Meia
A. Privett,4,USA,2023,Zagueiro
A. Pulido,12,USA,2023,Atacante
A. Pyrka,1,POL,2023,Lateral
A. Qasem,9,SWE,2023,Meia
A. Qasmi,4,MOR,2023,Zagueiro
A. Quesada,0,CRC,2023,Goleiro
A. Quiñónez,7,PAR,2023,Primeiro Volante
A. Quintana,12,BOL,2023,Atacante
A. Quintana,0,COL,2023,Goleiro
A. Quiroga,7,BOL,2023,Primeiro Volante
A. Quiroz,4,ARG1,2023,Zagueiro
A. Rabiot,8,ITA1,2023,Segundo Volante
A. Racioppi,0,SWZ,2023,Goleiro
A. Radovanović,4,BEL1,2023,Zagueiro
A. Radovanović,1,SER,2023,Lateral
A. Radu,0,FRA1,2023,Goleiro
A. Radulović,10,SER,2023,Extremo
A. Raehan,8,INDO,2023,Segundo Volante
A. Rahman,9,INDO,2023,Meia
A. Rahmanović,12,RUS,2023,Atacante
A. Rai,1,IND,2023,Lateral
A. Raimondo,12,ITA2,2023,Atacante
A. Räisänen,8,FIN,2023,Segundo Volante
A. Rakhimjonov,4,UZB,2023,Zagueiro
A. Ralston,1,SCT,2023,Lateral
A. Ralyuchenko,7,UKR,2023,Primeiro Volante
A. Ramadhani,0,INDO,2023,Goleiro
A. Rami,4,FRA1,2023,Zagueiro
A. Ramos,12,COL,2023,Atacante
A. Rampersad,8,CAN,2023,Segundo Volante
A. Ramsdale,0,ENG1,2023,Goleiro
A. Ramsey,8,FRA1,2023,Segundo Volante
A. Ranacher,1,AUT,2023,Lateral
A. Randell,8,ENG2,2023,Segundo Volante
A. Rațiu,1,SPA2,2023,Lateral
A. Rébola,4,ARG1,2023,Zagueiro
A. Reca,1,ITA1,2023,Lateral
A. Reca,1,ITA2,2023,Lateral
A. Redmayne,0,AUS,2023,Goleiro
A. Reid,12,CAN,2023,Atacante
A. Remenyuk,10,UKR,2023,Extremo
A. Requena,0,URU,2023,Goleiro
A. Reyes,12,CRC,2023,Atacante
A. Reyes,4,USA,2023,Zagueiro
A. Rhaili,4,QAT,2023,Zagueiro
A. Ricaurte,9,COL,2023,Meia
A. Ricci,10,CAN,2023,Extremo
A. Richardson,8,FRA2,2023,Segundo Volante
A. Ring,4,USA,2023,Zagueiro
A. Rinomhota,8,ENG2,2023,Segundo Volante
A. Rispoli,1,ITA2,2023,Lateral
A. Rivera,1,COL,2023,Lateral
A. Roa,9,SAUD,2023,Meia
A. Robertson,1,ENG1,2023,Lateral
A. Robinson,1,ENG1,2023,Lateral
A. Robledo,4,ARG2,2023,Zagueiro
Á. Robles,10,MEX,2023,Extremo
A. Rocha,7,MEX,2023,Primeiro Volante
A. Rodas,4,PAR,2023,Zagueiro
A. Rodríguez,8,ARG1,2023,Segundo Volante
A. Rodríguez,1,ARG1,2023,Lateral
A. Rodríguez,0,COL,2023,Goleiro
A. Rodríguez,12,CRC,2023,Atacante
A. Rodríguez,0,MEX,2023,Goleiro
A. Rojas,8,ARG1,2023,Segundo Volante
A. Rojas,12,CRC,2023,Atacante
Á. Roldán,1,USA,2023,Lateral
A. Romagnoli,4,ITA1,2023,Zagueiro
A. Roman,9,ROM,2023,Meia
A. Romao,4,GRE,2023,Zagueiro
A. Rømer,7,SWE,2023,Primeiro Volante
A. Romero,9,SAUD,2023,Meia
Á. Romero,10,BRA1,2023,Extremo
A. Roncaglia,4,FRA2,2023,Zagueiro
A. Rossi,0,BRA1,2023,Goleiro
A. Rossipal,4,GER2,2023,Zagueiro
A. Rouault,4,FRA1,2023,Zagueiro
A. Rüdiger,4,SPA1,2023,Zagueiro
A. Rufer,8,AUS,2023,Segundo Volante
A. Ruiz,11,BRA2,2023,Extremo
A. Ruiz,9,POR1,2023,Meia
A. Ruíz,8,CRC,2023,Segundo Volante
A. Ruiz Díaz,1,PAR,2023,Lateral
A. Rusnák,9,USA,2023,Meia
A. Sabyh,7,MOR,2023,Primeiro Volante
A. Saelemaekers,10,ITA1,2023,Extremo
A. Sagna,10,FRA2,2023,Extremo
A. Saint-Maximin,10,SAUD,2023,Extremo
A. Saipi,0,SWZ,2023,Goleiro
A. Salama,12,FRA1,2023,Atacante
A. Salazar,4,CRC,2023,Zagueiro
A. Salétros,8,FRA2,2023,Segundo Volante
A. Salétros,8,SWE,2023,Segundo Volante
A. Salimov,1,UZB,2023,Lateral
A. Salvi,1,ITA2,2023,Lateral
A. Samake,4,CAN,2023,Zagueiro
A. Samaris,8,POR1,2023,Segundo Volante
A. Samatta,12,BEL1,2023,Atacante
A. Sampsted,1,HOL,2023,Lateral
A. Samudio,10,PAR,2023,Extremo
A. Sanabria,12,ITA1,2023,Atacante
A. Sanayev,8,UZB,2023,Segundo Volante
A. Sanches,12,SWZ,2023,Atacante
A. Sánchez,8,ARG1,2023,Segundo Volante
A. Sánchez,1,ARG2,2023,Lateral
A. Sánchez,8,BOL,2023,Segundo Volante
A. Sánchez,12,FRA1,2023,Atacante
A. Sánchez,0,MEX,2023,Goleiro
A. Sández,1,ARG1,2023,Lateral
A. Sandoná,4,ARG2,2023,Zagueiro
A. Sanganté,4,FRA1,2023,Zagueiro
A. Sanganté,4,FRA2,2023,Zagueiro
A. Sangwan,1,IND,2023,Lateral
A. Santamaría,4,MEX,2023,Zagueiro
A. Sant'Anna,1,ARG1,2023,Lateral
A. Sanyang,10,FRA2,2023,Extremo
A. Saputro,0,INDO,2023,Goleiro
A. Sarmiento,10,COL,2023,Extremo
A. Satria,4,INDO,2023,Zagueiro
A. Satryo,0,INDO,2023,Goleiro
A. Sauthier,1,SWZ,2023,Lateral
A. Sauvage,0,FRA2,2023,Goleiro
A. Savik,0,INDO,2023,Goleiro
A. Sayoud,12,SAUD,2023,Atacante
A. Sayyadmanesh,10,ENG2,2023,Extremo
A. Sbaï,10,FRA2,2023,Extremo
A. Scarlatache,4,ROM,2023,Zagueiro
A. Scheidler,12,SPA2,2023,Atacante
A. Schlager,0,AUT,2023,Goleiro
A. Schmid,12,AUT,2023,Atacante
A. Scholz,4,JAP,2023,Zagueiro
A. Schönfeld,10,ARG2,2023,Extremo
A. Schöpf,8,USA,2023,Segundo Volante
A. Scott,9,ENG2,2023,Meia
A. Sedlar,4,SPA1,2023,Zagueiro
A. Sedlar,4,SPA2,2023,Zagueiro
A. Sefer,10,ROM,2023,Extremo
A. Seidu,4,FRA1,2023,Zagueiro
A. Sejdič,7,USA,2023,Primeiro Volante
A. Seko,4,SWZ,2023,Zagueiro
A. Selikhov,0,RUS,2023,Goleiro
A. Sellouf,10,CAN,2023,Extremo
A. Semenov,4,RUS,2023,Zagueiro
A. Semenyo,10,ENG1,2023,Extremo
A. Šemper,0,ITA2,2023,Goleiro
A. Sepúlveda,12,MEX,2023,Atacante
A. Şeroni,4,ROM,2023,Zagueiro
A. Serrhat,7,MOR,2023,Primeiro Volante
A. Sersanti,7,ITA2,2023,Primeiro Volante
A. Setho,0,INDO,2023,Goleiro
A. Setiawan,1,INDO,2023,Lateral
A. Setiawan,1,INDO,2023,Lateral
A. Setyo,4,INDO,2023,Zagueiro
A. Shabanov,4,UKR,2023,Zagueiro
A. Sharahili,4,SAUD,2023,Zagueiro
A. Shinnie,8,SCT,2023,Segundo Volante
