Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
210,K. Abdunabiev,Olympic,Olympic,GK,GK,0,21,0,,18,1699,Uzbekistan,Uzbekistan,unknown,0,0,no,0.405694,77.42,-0.074,2.43,2.83,-0.126984126984127,4.422535211267606,UZB,Testing,2023,0.5764638440141056,0.6165630189269563,0.597
211,A. Monllor,Nueva Chicago,Nueva Chicago,GK,GK,0,39,10000,2023-12-31,36,3512,Argentina,Argentina,right,190,86,no,0.3623399999999999,79.34,0.078,1.74,1.79,0.111111111111111,4.84375,ARG2,Testing,2023,0.6000961816386157,0.5916432985481944,0.596
212,J. Chunga,Medellín,Medellín,GK,GK,0,32,700000,,42,4039,Colombia,Colombia,right,180,80,no,0.3536819999999999,82.2,0.233,1.07,1.2,0.2323232323232323,5.605263157894736,COL,Testing,2023,0.5971728225067489,0.5951987507090821,0.596
213,N. Olij,Sparta Rotterdam,Sparta Rotterdam,GK,GK,0,28,2000000,2026-06-30,38,3754,Netherlands,Netherlands,right,185,74,no,0.334454,78.5,0.245,1.49,1.85,0.1953125,4.650485436893204,HOL,Testing,2023,0.606125954084833,0.5864042867872357,0.596
214,A. Aguilar,Sportivo Luqueño,Sportivo Luqueño,GK,GK,0,35,250000,2023-12-31,12,1186,Paraguay,Paraguay,right,186,89,no,0.76,66.67,0.003,1.97,1.44,0.0,2.992700729927007,PAR,Testing,2023,0.5900211314839409,0.6018931175534435,0.596
215,J. Espínola,Olimpia,Olimpia,GK,GK,0,29,0,,26,2458,Paraguay,Paraguay,right,185,89,yes,0.66318,71.11,-0.031,2.2,1.46,-0.03260869565217384,3.473684210526316,PAR,Testing,2023,0.5983129088756142,0.5938723062771446,0.596
216,K. Boussouf,CS Constantine,CS Constantine,GK,GK,0,35,150000,,10,947,Algeria,Algeria,right,193,88,no,0.54,75.0,-0.043,1.81,1.81,-0.05813953488372103,3.978021978021978,ALG,Testing,2023,0.6044356460263962,0.5852686765338684,0.595
217,S. Viera,,Junior,GK,GK,0,40,200000,,10,1003,Uruguay,"Uruguay, Italy",right,184,0,no,0.5399729999999999,73.81,0.28,0.81,0.99,0.2204724409448819,3.808080808080808,COL,Testing,2023,0.5994544008717348,0.5907316667570562,0.595
218,J. Soto,América de Cali,América de Cali,GK,GK,0,30,600000,,43,4291,Colombia,Colombia,right,187,82,no,0.524979,74.74,0.075,1.55,1.68,0.06481481481481488,3.95049504950495,COL,Testing,2023,0.60076437979019,0.58935185807781,0.595
219,A. Majid,FUS Rabat,FUS Rabat,GK,GK,0,28,550000,2025-06-30,13,1304,Morocco,Morocco,,182,0,no,0.62,75.86,-0.052,1.17,2.21,-0.1162790697674418,4.166666666666667,MOR,Testing,2023,0.605672770690481,0.5843141908458062,0.595
220,F. Sidklev,Brommapojkarna,Brommapojkarna,GK,GK,0,18,0,,20,1983,Sweden,Sweden,right,186,77,no,0.724724,69.79,-0.063,2.04,1.72,-0.05600000000000005,3.303030303030303,SWE,Testing,2023,0.6020214768412423,0.5885532140676291,0.595
221,G. Yacaruso,San Telmo,San Telmo,GK,GK,0,30,0,,18,1778,Argentina,Argentina,right,190,83,no,0.759375,70.13,-0.11,1.67,1.82,-0.1047619047619046,3.362068965517242,ARG2,Testing,2023,0.6010156240790521,0.5870490865548444,0.594
222,H. Hamiani Akbi,RSB Berkane,RSB Berkane,GK,GK,0,29,750000,,16,1642,Morocco,Morocco,,187,0,no,0.546694,72.73,0.044,1.92,1.43,0.05747126436781613,3.670731707317073,MOR,Testing,2023,0.6083189742996588,0.5801254463266021,0.594
223,Matheus Nogueira,Brusque,Brusque,GK,GK,0,37,100000,,23,2278,Brazil,Brazil,right,190,84,no,0.32,82.65,0.102,1.82,1.7,0.1298701298701298,5.776119402985074,BRA3,Testing,2023,0.5862056880422434,0.6006398272424839,0.593
224,Y. Diouf,Reims,Reims,GK,GK,0,24,5000000,2027-06-30,37,3592,France,"France, Senegal",right,184,74,no,0.55477,72.44,0.03,1.75,1.75,0.02702702702702708,3.62037037037037,FRA1,Testing,2023,0.6029960990999023,0.5827911059388966,0.593
225,Diogo Silva,CRB,CRB,GK,GK,0,37,200000,2023-12-31,34,3478,Brazil,Brazil,right,192,81,no,0.388256,78.98,0.169,1.24,1.4,0.1666666666666667,4.776470588235294,BRA2,Testing,2023,0.5973795676484758,0.585914691770337,0.592
226,M. Dituro,Fatih Karagümrük,Fatih Karagümrük,GK,GK,0,36,1000000,2025-12-31,15,1562,Argentina,"Argentina, Chile",right,191,86,no,0.5219999999999999,73.75,0.109,1.79,1.56,0.08333333333333337,3.809917355371901,CHI,Testing,2023,0.5935358214775368,0.5906180680848641,0.592
227,A. Savik,Bhayangkara F.C.,Bhayangkara F.C.,GK,GK,0,24,100000,,13,1280,Indonesia,Indonesia,right,186,75,no,0.630014,73.42,-0.184,2.25,1.76,-0.1472868217054264,3.75,INDO,Testing,2023,0.6129577366770597,0.5699605130991974,0.591
228,L. Kharatishvili,Samtredia,Samtredia,GK,GK,0,20,150000,,15,1417,Georgia,Georgia,left,180,64,yes,0.57,70.67,0.151,1.78,1.59,0.09677419354838723,3.4,GEO,Testing,2023,0.5980378962185322,0.5812601135136011,0.59
229,A. Zniti,Raja Casablanca,Raja Casablanca,GK,GK,0,35,1200000,,29,2946,Morocco,Morocco,right,182,0,no,0.458315,72.37,0.199,1.34,2.41,0.238095238095238,3.625,MOR,Testing,2023,0.5986163311263191,0.5819649454281987,0.59
230,M. Turner,Nottingham Forest,Nottingham Forest,GK,GK,0,29,5000000,2025-06-30,10,1030,United States,"United States, Lithuania",right,191,84,no,0.702231,68.75,0.017,1.83,1.57,0.01503759398496241,3.198473282442748,ENG1,Testing,2023,0.5924118126191275,0.5859276263289616,0.589
231,S. Meza,Huracán,Huracán,GK,GK,0,23,1500000,2024-12-31,21,2085,Argentina,Argentina,right,185,82,no,0.35,82.18,0.294,1.08,1.17,0.2710280373831776,5.58974358974359,ARG1,Testing,2023,0.5866750253631976,0.5876880810103866,0.587
232,K. Mier,Atlético Nacional,Atlético Nacional,GK,GK,0,23,2500000,2025-06-30,37,3540,Colombia,Colombia,right,190,73,no,0.3085559999999999,82.24,0.143,1.19,2.24,0.1686746987951807,5.594202898550725,COL,Testing,2023,0.5893503746253919,0.584128956188587,0.587
233,P. Zubczuk,UTC Cajamarca,UTC Cajamarca,GK,GK,0,28,500000,2023-12-31,34,3358,Peru,"Peru, Argentina",right,188,78,no,0.403125,76.4,0.201,1.26,2.14,0.1503759398496242,4.221238938053097,PER,Testing,2023,0.5980260854368831,0.576845480356858,0.587
234,I. Chicco,Colón,Colón,GK,GK,0,27,1500000,2024-06-30,36,3557,Argentina,Argentina,left,185,80,no,0.5345200000000001,71.97,0.107,1.54,1.75,0.09016393442622939,3.576576576576576,ARG1,Testing,2023,0.588819491782971,0.5825049778492299,0.586
235,A. Giménez,Wilstermann,Wilstermann,GK,GK,0,36,200000,,28,2750,Paraguay,Paraguay,left,185,92,no,0.327276,81.42,0.245,1.54,1.18,0.2580645161290324,5.362318840579711,BOL,Testing,2023,0.588710485935485,0.5827104892872388,0.586
236,E. Bologna,Defensa y Justicia,Defensa y Justicia,GK,GK,0,41,75000,2023-12-31,14,1316,Argentina,"Argentina, Italy",right,188,89,no,0.27,80.95,0.427,1.3,1.3,0.3440000000000001,5.25609756097561,ARG1,Testing,2023,0.5757632792875067,0.5950782286325004,0.585
237,I. Pietrobono,Defensores de Belgrano,Defensores de Belgrano,GK,GK,0,32,200000,2023-12-31,27,2613,Argentina,Argentina,,175,74,no,0.48,74.26,0.093,1.81,1.78,0.08571428571428574,3.895833333333333,ARG2,Testing,2023,0.5835266586039897,0.5872763644078587,0.585
238,C. Bravo,Real Betis,Real Betis,GK,GK,0,40,1000000,2024-06-30,17,1701,Chile,"Chile, Spain",right,184,84,no,0.421834,77.19,0.163,1.22,1.43,0.1882352941176471,4.376811594202899,SPA1,Testing,2023,0.5837645760314579,0.5858553508794881,0.585
239,M. Kovalyov,OFK Pirin,OFK Pirin,GK,GK,0,23,0,,26,2546,Ukraine,"Ukraine, Bulgaria",right,188,79,no,0.284448,80.0,0.379,1.45,1.52,0.2638888888888888,5.0,BUL,Testing,2023,0.5900379824791276,0.5775779375559241,0.584
240,G. Almada,Universitario de Vinto,Universitario de Vinto,GK,GK,0,29,0,,12,1191,Paraguay,"Paraguay, Bolivia",right,0,0,no,0.6,71.43,0.005,1.59,2.12,0.0,3.490566037735849,BOL,Testing,2023,0.5868189848499928,0.579127487681747,0.583
241,Jokin Ezkieta,Racing Santander,Racing Santander,GK,GK,0,27,300000,2024-06-30,24,2386,Spain,Spain,right,193,80,no,0.456,73.64,0.172,1.77,1.7,0.1417322834645669,3.807339449541284,SPA2,Testing,2023,0.5784732045573523,0.5882782073510443,0.583
242,G. Pandeynuwu,Persis Solo,Persis Solo,GK,GK,0,26,175000,2024-05-31,23,2275,Indonesia,Indonesia,right,183,0,no,0.590625,70.07,-0.064,2.61,1.27,-0.03846153846153855,3.345679012345679,INDO,Testing,2023,0.594458042580407,0.5699876215707772,0.582
243,E. Basilio,Guingamp,Guingamp,GK,GK,0,29,800000,2026-06-30,38,3651,France,"France, Italy",right,187,75,no,0.51625,72.79,0.132,1.65,1.65,0.125,3.681318681318681,FRA2,Testing,2023,0.5843283564125213,0.5784843915475114,0.581
244,A. Abedzadeh,Marítimo,Marítimo,GK,GK,0,30,1500000,,18,1750,Iran,"Iran, Portugal",right,186,86,no,0.408,75.61,0.182,1.49,1.85,0.1487603305785123,4.097087378640777,SPA2,Testing,2023,0.5891728735736066,0.5725374048380878,0.581
245,J. Willis,Nashville SC,Nashville SC,GK,GK,0,35,450000,2023-12-31,34,3383,United States,United States,left,196,84,no,0.51,76.6,0.067,1.62,0.98,0.06382978723404253,4.261363636363637,USA,Testing,2023,0.5743349945534227,0.5884097661462848,0.581
246,L. Chalá,El Nacional,El Nacional,GK,GK,0,25,200000,2023-12-31,12,1203,Ecuador,Ecuador,right,188,78,no,0.45,74.65,0.144,1.35,3.37,0.09395973154362414,3.933333333333333,ECU,Testing,2023,0.5846289381792085,0.5757275629579978,0.58
247,A. Oukidja,Metz,Metz,GK,GK,0,35,600000,2025-06-30,14,1307,France,"France, Algeria",right,184,79,no,0.4125,74.39,0.129,2.34,1.65,0.07643312101910837,3.896551724137931,FRA1,Testing,2023,0.5599425854031665,0.6008057948949441,0.58
248,V. Kaith,Mohun Bagan,Mohun Bagan,GK,GK,0,27,275000,2025-05-31,21,2086,India,India,right,188,82,no,0.3466710000000001,77.94,0.22,1.51,0.78,0.2528735632183908,4.507692307692308,IND,Testing,2023,0.5825603439801593,0.5747969159924164,0.579
249,S. Fadil,Persikabo 1973,Persikabo 1973,GK,GK,0,27,175000,,23,2242,Indonesia,Indonesia,right,180,0,no,0.7559999999999999,65.69,-0.078,2.26,1.63,-0.05035971223021596,2.924657534246575,INDO,Testing,2023,0.6058897139806462,0.5526067231788132,0.579
250,A. Gianniotis,Kasımpaşa,Kasımpaşa,GK,GK,0,30,600000,,13,1294,Greece,Greece,right,190,80,no,0.56,66.2,-0.062,2.71,3.2,-0.03726708074534146,2.95808383233533,TUR,Testing,2023,0.5991097245423243,0.5596527701155803,0.579
251,G. Vicario,Tottenham Hotspur,Tottenham Hotspur,GK,GK,0,27,16000000,2024-06-30,15,1565,Italy,Italy,right,194,85,no,0.7475,67.16,0.087,1.32,1.84,0.05925925925925934,3.031496062992126,ENG1,Testing,2023,0.5796168030034161,0.577039405952838,0.578
252,G. Larsonneur,Saint-Étienne,Saint-Étienne,GK,GK,0,26,3000000,2025-06-30,35,3403,France,France,right,181,70,no,0.4508509999999999,74.83,0.117,1.93,1.32,0.1090909090909091,3.969387755102041,FRA2,Testing,2023,0.5725634284955069,0.582603294343718,0.578
253,I. Pettersson,Stabæk,Stabæk,GK,GK,0,26,500000,2023-12-31,30,2933,Sweden,Sweden,left,181,82,no,0.4888950000000001,71.26,0.219,1.44,2.15,0.1301775147928994,3.482993197278912,NOR,Testing,2023,0.5796999089248281,0.5757431467349797,0.578
254,D. Stanivuković,Kolubara,Kolubara,GK,GK,0,29,500000,,12,1079,Serbia,Serbia,right,186,90,no,0.2475,82.0,0.416,1.75,1.58,0.3589743589743589,5.56,SER,Testing,2023,0.5620577120447088,0.5940664560103333,0.578
255,Gustavo,Criciúma,Criciúma,GK,GK,0,30,0,,34,3501,Brazil,Brazil,right,187,90,no,0.334296,78.26,0.151,1.8,1.41,0.1630434782608696,4.61038961038961,BRA2,Testing,2023,0.5741206289914177,0.5793436339221275,0.577
256,F. Torgnascioli,Everton,Everton,GK,GK,0,33,450000,,28,2880,Uruguay,"Uruguay, Italy",left,186,78,no,0.528864,69.92,0.14,1.66,2.13,0.1076923076923078,3.310344827586207,CHI,Testing,2023,0.5841723017005811,0.5697499133762011,0.577
257,Renan,Sport Recife,Sport Recife,GK,GK,0,34,300000,2024-12-31,24,2376,Brazil,"Brazil, Bulgaria",right,190,89,no,0.566644,74.7,-0.015,1.67,0.98,-0.02564102564102577,3.925,BRA2,Testing,2023,0.5935906423054444,0.5587523768784821,0.576
258,M. Nilsson Säfqvist,Halmstad,Halmstad,GK,GK,0,30,500000,2026-12-31,16,1441,Sweden,Sweden,right,193,89,no,0.5,74.03,0.22,1.69,1.19,0.1496598639455782,3.848,SWE,Testing,2023,0.5728688098022677,0.5779279517044953,0.575
259,A. Barrientos,Santos de Guápiles,Santos de Guápiles,GK,GK,0,25,125000,,32,3098,Costa Rica,Costa Rica,right,185,82,no,0.7307400000000002,69.38,-0.048,1.77,1.42,-0.02898550724637694,3.274647887323944,CRC,Testing,2023,0.5737354276107492,0.5716633045993633,0.573
260,F. Đukić,Hvidovre,Hvidovre,GK,GK,0,24,300000,2024-06-30,17,1673,Montenegro,"Montenegro, Denmark",right,181,72,no,0.69875,67.89,0.053,1.61,1.61,0.03092783505154639,3.117021276595745,DEN,Testing,2023,0.5774308673914154,0.5687445116692728,0.573
261,J. Martínez,Junior,Junior,GK,GK,0,30,250000,2024-12-31,18,1787,Colombia,Colombia,right,188,85,no,0.3,81.08,0.354,1.21,0.76,0.3301886792452831,5.253521126760564,COL,Testing,2023,0.577374517206841,0.5666937493702441,0.572
262,H. Bernat,OB,OB,GK,GK,0,23,350000,2024-06-30,12,1144,Denmark,Denmark,right,192,88,no,0.71,67.74,0.2,1.42,1.18,0.1129943502824858,3.10828025477707,DEN,Testing,2023,0.5871511009616358,0.55780883631956,0.572
263,S. Ranđelović,Radnik Surdulica,Radnik Surdulica,GK,GK,0,24,350000,2024-06-30,34,3228,Serbia,Serbia,right,188,84,no,0.336,76.61,0.202,2.17,1.48,0.198019801980198,4.271604938271604,SER,Testing,2023,0.5602463242466201,0.582986922271459,0.572
264,Sivera,Deportivo Alavés,Deportivo Alavés,GK,GK,0,27,1200000,2024-06-30,26,2621,Spain,Spain,right,185,79,no,0.310916,81.4,0.169,1.3,1.24,0.236111111111111,5.363636363636363,SPA2,Testing,2023,0.5792674124478313,0.5649938905864644,0.572
265,K. Grabara,København,København,GK,GK,0,24,5000000,2026-06-30,31,3065,Poland,Poland,right,195,85,no,0.6722959999999999,68.14,0.094,1.67,1.15,0.07826086956521727,3.132075471698113,DEN,Testing,2023,0.5892210830855438,0.553282267170569,0.571
266,A. Onana,Manchester United,Manchester United,GK,GK,0,27,20000000,2027-06-30,15,1525,Cameroon,Cameroon,right,190,93,no,0.472,75.0,0.313,1.06,0.94,0.2318840579710144,4.009433962264151,ENG1,Testing,2023,0.5733285794694588,0.5677711447437553,0.571
267,G. Servio,Tacuary,Tacuary,GK,GK,0,31,1000000,2023-12-31,22,2101,Argentina,Argentina,right,185,86,no,0.446136,75.47,0.0,1.79,2.06,0.0,4.086206896551724,PAR,Testing,2023,0.5674466572103598,0.5736716175825692,0.571
268,P. Pentz,Brøndby,Brøndby,GK,GK,0,26,1500000,2025-06-30,12,1196,Austria,Austria,left,184,81,yes,0.454263,77.08,0.102,1.35,1.13,0.1075268817204302,4.349397590361446,DEN,Testing,2023,0.5766055777158527,0.5626167849945546,0.57
269,R. Bürki,St. Louis City ,St. Louis City ,GK,GK,0,32,1500000,2025-12-31,35,3468,Switzerland,Switzerland,right,187,85,no,0.44,73.03,0.184,1.61,1.87,0.1258741258741258,3.696,USA,Testing,2023,0.5715546240166135,0.5669685847712822,0.569
270,Igor Rodrigues,,Feirense,GK,GK,0,28,150000,,12,1156,Portugal,Portugal,left,189,86,no,0.08,82.81,0.194,1.87,2.41,0.180952380952381,5.790697674418605,POR2,Testing,2023,0.5538225024703108,0.5818807092311039,0.568
271,Hassan Hamza Ali Hussain,Shabab Al Ahli Dubai,Shabab Al Ahli Dubai,GK,GK,0,29,600000,,14,1350,United Arab Emirates,United Arab Emirates,,185,73,no,0.3975,75.68,0.207,1.53,1.33,0.148936170212766,4.108333333333333,UAE,Testing,2023,0.5729403103471205,0.5627502221429209,0.568
272,F. Cambeses,Banfield,Banfield,GK,GK,0,26,2000000,,42,4155,Argentina,"Argentina, Italy",right,186,80,no,0.4565,75.0,0.173,1.34,1.39,0.18,4.01219512195122,ARG1,Testing,2023,0.5618677067827499,0.5724590154692046,0.567
273,R. Yesli,Valour FC,Valour FC,GK,GK,0,24,0,,26,2555,Canada,Canada,,0,0,no,0.595,71.54,0.05,1.59,1.23,0.0390625,3.520325203252033,CAN,Testing,2023,0.5802795732317491,0.5539453364006948,0.567
274,Nacho Miras,Deinze,Deinze,GK,GK,0,26,300000,2024-06-30,27,2572,Spain,Spain,right,187,75,no,0.385014,72.79,0.31,1.36,2.45,0.19375,3.689922480620155,BEL2,Testing,2023,0.5648385355640094,0.5672064843019615,0.566
275,V. Johansson,Rotherham United,Rotherham United,GK,GK,0,25,3000000,2025-06-30,41,4092,Sweden,Sweden,right,186,74,no,0.5261669999999999,69.55,0.09,1.61,2.55,0.05769230769230771,3.292517006802721,ENG2,Testing,2023,0.5725506985546297,0.5603776886103493,0.566
276,A. Brignoli,Panathinaikos,Panathinaikos,GK,GK,0,32,1800000,2024-06-30,28,2784,Italy,Italy,left,187,79,no,0.32,78.05,0.169,1.26,1.33,0.2266666666666667,4.56896551724138,GRE,Testing,2023,0.5800224125845562,0.5521592784570779,0.566
277,Gabriel Batista,Santa Clara,Santa Clara,GK,GK,0,25,500000,2025-06-30,12,1210,Brazil,Brazil,right,188,78,no,0.3,82.76,0.098,1.41,1.12,0.2127659574468085,5.837837837837839,POR2,Testing,2023,0.5633892338461017,0.5684079378884557,0.566
278,Juan Soriano,Tenerife,Tenerife,GK,GK,0,26,1000000,2024-06-30,41,4054,Spain,Spain,left,185,81,no,0.490796,73.98,0.113,1.82,1.15,0.1341463414634146,3.845070422535211,SPA2,Testing,2023,0.5578826932586703,0.5736328701514722,0.566
279,R. Bacchia,Independiente,Independiente,GK,GK,0,24,300000,2024-12-31,12,1172,Uruguay,"Uruguay, Italy",right,185,80,no,0.2325,80.49,0.315,1.61,2.0,0.3440860215053764,5.163934426229508,URU,Testing,2023,0.5598063008754421,0.5730370950648972,0.566
280,M. Dufour,Defensor Sporting,Defensor Sporting,GK,GK,0,24,200000,2024-12-31,34,3329,Uruguay,"Uruguay, Italy",right,187,74,no,0.38,77.12,0.105,1.32,2.08,0.1204819277108433,4.36986301369863,URU,Testing,2023,0.5685036756725479,0.5637341881328246,0.566
281,Bruno Ferreira,Ceará,Ceará,GK,GK,0,29,100000,2025-04-30,20,1999,Brazil,Brazil,right,197,90,no,0.4091,74.39,0.13,1.71,1.71,0.1203703703703705,3.88421052631579,BRA2,Testing,2023,0.5683151829074415,0.561374622762502,0.565
282,D. Holec,Karviná,Karviná,GK,GK,0,29,500000,,10,963,Czech Republic,"Czech Republic, Slovakia",right,191,90,no,0.4642950000000001,69.64,0.263,1.59,2.06,0.1405405405405405,3.289308176100629,CZH,Testing,2023,0.571805779680677,0.5576182591298663,0.565
283,A. Mehring,Fénix,Fénix,GK,GK,0,29,200000,2023-12-31,24,2372,Argentina,Argentina,right,190,82,no,0.3518259999999999,76.4,0.174,1.77,1.62,0.17,4.228915662650603,URU,Testing,2023,0.5573502199228137,0.5702895053018956,0.564
284,P. Ortíz,Emelec,Emelec,GK,GK,0,33,800000,2023-12-30,30,3016,Ecuador,Ecuador,right,187,80,no,0.33,78.46,0.276,1.1,0.93,0.2432432432432433,4.61904761904762,ECU,Testing,2023,0.5773675864620181,0.5487428215322995,0.563
285,Mailson,Al Taawon,Al Taawon,GK,GK,0,27,2800000,2025-06-30,36,3701,Brazil,Brazil,right,197,90,no,0.441,71.92,0.257,1.7,1.53,0.2,3.55,SAUD,Testing,2023,0.5637746826389193,0.5628160735486228,0.563
286,M. Borjan,Slovan Bratislava,Slovan Bratislava,GK,GK,0,36,1200000,2026-06-30,14,1329,Serbia,"Serbia, Canada",right,196,85,yes,0.34,79.49,0.073,0.95,2.03,0.129032258064516,4.888888888888888,SER,Testing,2023,0.5736447115907665,0.5521656191939007,0.563
287,Adilson Maringá,Bali United,Bali United,GK,GK,0,33,300000,2024-03-31,41,4015,Brazil,Brazil,right,194,89,no,0.34,75.88,0.105,1.73,2.2,0.08474576271186429,4.12962962962963,INDO,Testing,2023,0.5654943939279916,0.5582790561267734,0.562
288,E. Ólafsson,Mafra,Mafra,GK,GK,0,23,700000,2026-06-30,11,1131,Iceland,Iceland,right,201,85,yes,0.4,73.08,0.064,1.83,2.15,0.05932203389830493,3.729729729729729,POR2,Testing,2023,0.5605074634240005,0.5643423329557814,0.562
289,A. Pérez,Nacional Asunción,Nacional Asunción,GK,GK,0,23,500000,,11,1105,Paraguay,Paraguay,left,191,85,no,1.058604,63.27,-0.393,2.28,2.04,-0.3738317757009344,2.714285714285714,PAR,Testing,2023,0.5440530521306575,0.5771361584161575,0.561
290,J. Moreno,Millonarios,Millonarios,GK,GK,0,24,0,,15,1471,Colombia,Colombia,right,194,92,no,0.4269999999999999,76.81,-0.002,1.9,1.77,0.0,4.306122448979592,COL,Testing,2023,0.5586482846403035,0.562182824256426,0.56
291,J. Burrai,Barcelona,Barcelona,GK,GK,0,33,800000,2026-12-31,22,2277,Argentina,"Argentina, Ecuador",right,187,81,no,0.43,75.82,0.172,1.42,1.03,0.1634615384615385,4.137931034482759,ECU,Testing,2023,0.566308274430327,0.5537689276951152,0.56
292,J. Butland,Rangers,Rangers,GK,GK,0,30,1500000,,15,1513,England,England,right,196,95,no,0.12,84.78,0.296,1.01,1.25,0.4084507042253521,6.523809523809525,SCT,Testing,2023,0.5566199988220936,0.5637422051611533,0.56
293,H. Bonmann,Wolfsberger AC,Wolfsberger AC,GK,GK,0,29,400000,2024-06-30,32,3161,Germany,Germany,right,194,82,no,0.513,71.94,0.054,1.45,2.51,0.04310344827586188,3.567567567567567,AUT,Testing,2023,0.5570635964507489,0.5617763235312752,0.559
294,A. Trubin,Benfica,Benfica,GK,GK,0,22,18000000,2024-06-30,16,1536,Ukraine,Ukraine,right,199,86,no,0.41125,79.49,0.041,1.05,0.76,0.07843137254901966,4.872340425531915,UKR,Testing,2023,0.5738811276598357,0.544260745288078,0.559
295,Y. Volynets,Dnipro-1,Dnipro-1,GK,GK,0,30,700000,2024-06-30,23,2202,Ukraine,Ukraine,right,188,81,no,0.409095,73.81,0.102,2.0,1.55,0.09999999999999998,3.811111111111111,UKR,Testing,2023,0.5523856877624888,0.5656304530381343,0.559
296,N. Kristof,Elversberg,Elversberg,GK,GK,0,23,0,,15,1500,Germany,"Germany, Austria",right,185,76,no,0.720018,67.11,-0.098,2.16,1.44,-0.0714285714285714,3.04,GER2,Testing,2023,0.5821544223327143,0.534844434207245,0.558
297,Lucas França,Nacional,Nacional,GK,GK,0,27,75000,2026-06-30,19,1906,Brazil,Brazil,right,194,86,no,0.186676,81.0,0.357,1.56,1.98,0.28,5.244444444444444,POR2,Testing,2023,0.5497778883162528,0.5657536452186144,0.558
298,F. Kurto,Macarthur,Macarthur,GK,GK,0,32,500000,2024-06-30,25,2473,Poland,Poland,right,191,82,no,0.5075,70.92,0.066,2.04,2.0,0.04487179487179493,3.442953020134228,AUS,Testing,2023,0.5490326022983893,0.5625400216488081,0.556
299,M. Ljubić,Lahti,Lahti,GK,GK,0,25,200000,2023-12-31,20,1880,Croatia,Croatia,right,187,83,no,0.72,64.1,-0.071,2.2,2.11,-0.0551181102362206,2.783582089552239,FIN,Testing,2023,0.5725089064166702,0.5385319339120895,0.556
300,H. Keto,Sandefjord,Sandefjord,GK,GK,0,25,200000,2024-12-31,30,2933,Finland,Finland,right,192,79,no,0.73848,64.97,-0.025,2.27,1.26,-0.01807228915662651,2.85207100591716,NOR,Testing,2023,0.5623261270706732,0.5506143078356356,0.556
301,A. Pineda,Sporting San José,Sporting San José,GK,GK,0,26,100000,,18,1641,Costa Rica,Costa Rica,right,177,73,no,0.49,72.28,0.118,2.14,1.1,0.06666666666666654,3.597402597402597,CRC,Testing,2023,0.5329089608812008,0.5761177405987583,0.555
302,J. Ribowo,,Barito Putera,GK,GK,0,34,100000,,11,1029,Indonesia,Indonesia,right,177,89,no,0.52,76.19,-0.087,1.57,1.66,-0.10126582278481,4.218390804597701,INDO,Testing,2023,0.5666323946512535,0.5431899263736634,0.555
303,T. Courtois,Real Madrid,Real Madrid,GK,GK,0,31,60000000,2026-06-30,21,2047,Belgium,Belgium,left,200,96,no,0.35,77.92,0.131,0.97,1.58,0.1477272727272727,4.52,SPA1,Testing,2023,0.5634062066143599,0.5465884052046894,0.555
304,Walter,Cuiabá,Cuiabá,GK,GK,0,36,250000,2024-12-31,35,3604,Brazil,"Brazil, Italy",right,188,82,no,0.4,75.69,0.173,1.4,1.3,0.1714285714285715,4.137931034482759,BRA1,Testing,2023,0.5638085889829376,0.5443802864167168,0.554
305,F. Kljajić,Torpedo Kutaisi,Torpedo Kutaisi,GK,GK,0,33,400000,,15,1481,Serbia,Serbia,right,197,82,no,0.368553,80.56,0.016,1.7,1.34,0.02298850574712641,5.152941176470589,GEO,Testing,2023,0.5435242101043323,0.5622382218149345,0.553
306,R. Leszczyński,Śląsk Wrocław,Śląsk Wrocław,GK,GK,0,31,400000,2027-06-30,30,2953,Poland,Poland,right,187,82,no,0.5489999999999999,72.03,0.032,1.58,1.28,0.02884615384615385,3.564356435643564,POL,Testing,2023,0.565678810377548,0.5393425321407157,0.553
307,D. Bielica,Górnik Zabrze,Górnik Zabrze,GK,GK,0,24,500000,2024-06-30,34,3362,Poland,Poland,right,191,80,no,0.349375,75.35,0.231,1.28,1.85,0.1965811965811965,4.042553191489362,POL,Testing,2023,0.5569915497763772,0.5498638648766484,0.553
308,Lucas Perri,Botafogo,Botafogo,GK,GK,0,25,2000000,2025-06-30,38,3850,Brazil,"Brazil, Italy",right,197,98,no,0.2775,78.18,0.135,1.26,1.68,0.1428571428571429,4.595238095238095,BRA1,Testing,2023,0.5673177448641368,0.5361831927540647,0.552
309,E. Özbir,Adana Demirspor,Adana Demirspor,GK,GK,0,34,700000,2024-06-30,31,3133,Turkey,Turkey,right,192,81,no,0.4323759999999999,73.1,0.016,2.07,1.9,0.01754385964912264,3.723214285714285,TUR,Testing,2023,0.545552870682067,0.5594079942377979,0.552
