Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Passes_Curtos_Médios_Certos,Passes_Longos_Certos,Passes_Progressivos_Certos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
1078,G. Crettaz,Castellón,Castellón,GK,GK,0,25,500000,2025-06-30,40,3887,Argentina,"Argentina, Spain",right,184,78,no,0.14,18.309978,10.74051,8.937662,68.98,0.00145,0.95,3.15,0.0428571428571427,3.231343283582089,SPA2,Testing,2025,0.3718251984797352,0.4674045705987897,0.4214868124178667
1079,Salvi Carrasco,Tenerife,Tenerife,GK,GK,0,24,300000,2026-06-30,15,1487,Spain,Spain,right,192,82,no,0.24,10.167417,4.661254,4.056630999999999,68.92,0.0022698,1.69,2.3,-0.09448818897637778,3.223021582733813,SPA2,Testing,2025,0.3689094878418763,0.4406157955338069,0.4065683127951116
1080,Jon Mikel,Eibar,Eibar,GK,GK,0,24,600000,2026-06-30,32,3120,Spain,Spain,right,183,78,no,0.360009,11.882772,7.174295,6.045468000000001,72.97,0.0015142,1.46,1.49,0.07291666666666663,3.719101123595506,SPA2,Testing,2025,0.4367015381097734,0.5149477164592141,0.4779473102920766
1081,Pablo Cuñat,Cartagena,Cartagena,GK,GK,0,23,800000,2026-06-30,35,3423,Spain,Spain,right,188,78,yes,0.266656,10.56979,6.493829999999999,5.918552,70.72,0.0065107,1.1,1.42,0.07065217391304357,3.415204678362573,SPA2,Testing,2025,0.3706323126477428,0.4221663769948428,0.3981677067454562
1082,S. Eriksson,Elfsborg,Elfsborg,GK,GK,0,19,0,2028-12-31,6,576,Sweden,Sweden,right,0,0,no,0.315,7.973904000000001,4.06386,4.0625,73.91,0.001269,1.41,2.97,0.1296296296296298,3.819148936170213,SWE,Testing,2025,0.4686405047883918,0.5339711033132819,0.5035421601594607
1083,E. Bishesari,IFK Göteborg,IFK Göteborg,GK,GK,0,20,0,2027-12-31,6,566,Sweden,"Sweden, Iran",left,0,0,no,0.48,13.833477,3.498631999999999,2.859199,72.22,5.7e-05,1.91,1.91,0.03614457831325291,3.575,SWE,Testing,2025,0.4959984230314097,0.5447142816740272,0.522677694132211
1084,D. Andersson,IFK Norrköping,IFK Norrköping,GK,GK,0,21,0,2025-12-31,12,1218,Sweden,Sweden,right,188,72,no,0.6646080000000001,14.848648,4.066445,3.179796,64.52,0.0001976,2.51,1.26,-0.02515723270440229,2.809815950920246,SWE,Testing,2025,0.413762021150247,0.4871224697380008,0.4524516960809234
1085,R. Forsell,Degerfors,Degerfors,GK,GK,0,23,0,2026-12-31,12,1168,Sweden,Sweden,right,186,73,no,0.465,7.936289999999999,3.234231,3.082959,61.82,0.012636,2.23,1.0,-0.2366412213740459,2.617283950617284,SWE,Testing,2025,0.2775030158927376,0.3326013193708943,0.3064130241649337
1086,N. Törnqvist,Mjällby,Mjällby,GK,GK,0,23,1200000,2026-12-31,13,1265,Sweden,Sweden,left,195,82,no,0.36,20.205189,4.836155,4.058397,78.0,0.009427600000000001,1.85,1.85,0.25,4.564102564102564,SWE,Testing,2025,0.5952884830981938,0.6370599085541208,0.6189229869147052
1087,R. Wallinder,Öster,Öster,GK,GK,0,26,300000,2025-12-31,12,1197,Sweden,Sweden,right,189,75,no,0.228,14.813288,6.314971999999999,5.78697,71.43,0.005366699999999999,1.35,2.26,0.1428571428571428,3.508333333333333,SWE,Testing,2025,0.4350274095951601,0.5014743575500286,0.4703397796423872
1088,T. Rönning,Halmstad,Halmstad,GK,GK,0,26,350000,2027-12-31,7,686,Sweden,Sweden,right,201,88,no,0.79,7.346808000000001,6.951285,6.294246,57.14,0.0131872,2.49,1.97,-0.2709677419354839,2.32994923857868,SWE,Testing,2025,0.3862952086645478,0.4394311608148242,0.4147049928690906
1089,P. Dahlberg,IFK Göteborg,IFK Göteborg,GK,GK,0,26,750000,2026-12-31,7,645,Sweden,Sweden,right,194,86,no,0.14,15.21,5.022606,3.77143,64.52,0.0003332,1.67,1.81,0.04375000000000007,2.830065359477124,SWE,Testing,2025,0.3248140406033402,0.3871531840121133,0.3575716771566103
1090,H. Keto,Värnamo,Värnamo,GK,GK,0,27,350000,,9,888,Finland,Finland,right,192,79,no,0.608541,8.508401999999998,2.329544,2.024374,59.18,0.020884,1.82,1.01,-0.2929936305732483,2.448275862068966,SWE,Testing,2025,0.2788420121215949,0.3096346610560323,0.2955509519547331
1091,I. Pettersson,Elfsborg,Elfsborg,GK,GK,0,27,500000,2026-12-31,6,570,Sweden,Sweden,left,181,84,no,0.47,18.313005,3.158848,2.683382,72.73,0.0054684,1.58,1.42,-0.2566371681415929,3.669014084507042,SWE,Testing,2025,0.4326162535619951,0.4738995039718645,0.4552798901176294
1092,F. Manojlović,Djurgården,Djurgården,GK,GK,0,29,200000,2025-06-30,9,896,Serbia,Serbia,right,197,82,no,0.8,15.567556,6.129499999999999,4.92331,68.75,0.0021462,2.01,1.71,-0.1627906976744187,3.21,SWE,Testing,2025,0.5139250368335936,0.574167053221336,0.5464730679869805
1093,I. Diawara,Sirius,Sirius,GK,GK,0,30,400000,2026-12-31,12,1180,Sweden,"Sweden, Mali",right,194,93,no,0.4575,11.21,3.963125,3.738848,69.7,0.0009047,1.22,0.76,-0.0625,3.287581699346406,SWE,Testing,2025,0.3407604276483308,0.4000829274202176,0.3720741514825641
1094,Ricardo Friedrich,Malmö FF,Malmö FF,GK,GK,0,32,800000,2026-12-31,9,892,Brazil,"Brazil, Germany",right,188,83,no,0.1,12.61488,3.730672,2.928222,66.67,0.0050624,0.61,0.91,-0.338235294117647,2.989010989010989,SWE,Testing,2025,0.2077211466009402,0.2443283799331541,0.2270330736754805
1095,D. Blažević,Brommapojkarna,Brommapojkarna,GK,GK,0,32,300000,2025-12-31,12,1176,Sweden,"Sweden, Croatia",right,190,88,no,0.99125,13.776986,3.6736,2.526,58.7,0.00387,2.83,2.6,-0.1328125,2.427586206896552,SWE,Testing,2025,0.5163351601477622,0.5450702934566324,0.5330702243961951
1096,M. Krasniqi,GAIS,GAIS,GK,GK,0,32,250000,2026-12-31,12,1164,Sweden,"Sweden, Kosovo",left,187,81,no,0.54,9.898164,7.109821999999999,6.110238000000001,70.59,0.004277,1.93,1.93,-0.3050847457627119,3.415584415584415,SWE,Testing,2025,0.4524827002333644,0.5223905026762806,0.489611086195318
1097,W. Hahn,Hammarby,Hammarby,GK,GK,0,32,350000,2027-12-31,13,1264,Netherlands,"Netherlands, Suriname",right,190,88,no,0.21,7.906443999999999,3.846,3.848636,78.05,4.5e-05,1.42,1.57,0.03030303030303028,4.5625,SWE,Testing,2025,0.4997470910479575,0.5444243594031595,0.5244147818440914
1098,K. Nordfeldt,AIK,AIK,GK,GK,0,35,250000,2025-12-31,12,1227,Sweden,Sweden,right,188,85,no,0.37,8.65648,4.99087,4.32903,72.73,0.001872,0.88,1.54,0.12,3.670454545454545,SWE,Testing,2025,0.4124606411537333,0.4624381555408826,0.439400887091908
1099,E. Berisha,Häcken,Häcken,GK,GK,0,36,500000,,7,688,Albania,"Albania, Sweden",left,194,92,no,0.91875,14.777097,4.319137,3.272085,58.33,0.000468,2.62,2.22,0.05755395683453224,2.396946564885496,SWE,Testing,2025,0.514810168197616,0.54737404638635,0.5334613419363597
1100,P. Loretz,Luzern,Luzern,GK,GK,0,21,0,2025-06-30,38,3699,Switzerland,Switzerland,right,191,81,no,0.192,20.4346,6.496377999999998,4.254566,63.95,0.0154618,1.63,1.61,-0.1526717557251909,2.768211920529801,SWZ,Testing,2025,0.3107682410501268,0.356574170606729,0.3351597336559466
1101,M. Keller,Young Boys,Young Boys,GK,GK,0,22,2500000,2028-06-30,21,2057,England,"England, Switzerland",right,189,87,no,0.176,19.99662,5.819599,4.986208,77.42,0.0164284,1.05,1.05,0.226890756302521,4.423913043478261,SWZ,Testing,2025,0.459076860330448,0.4985555323273824,0.4809522249105026
1102,J. Hammel,Grasshopper,Grasshopper,GK,GK,0,24,1200000,2027-06-30,37,3622,Switzerland,Switzerland,right,187,85,no,0.145707,12.52603,9.491256,7.930308999999999,72.34,0.004010000000000001,0.72,1.29,0.07194244604316535,3.62015503875969,SWZ,Testing,2025,0.3510387033382619,0.415207666413242,0.3848323210316251
1103,A. Saipi,Lugano,Lugano,GK,GK,0,24,3000000,2026-06-30,34,3259,Switzerland,"Switzerland, Kosovo",right,194,85,no,0.3,22.971636,7.873125,5.437800000000001,68.87,0.0007335,1.27,0.99,-0.04000000000000004,3.207692307692307,SWZ,Testing,2025,0.3434543087084642,0.4040871464522745,0.3754381418474589
1104,T. Fayulu,Sion,Sion,GK,GK,0,25,800000,2026-06-30,36,3512,Switzerland,"Switzerland, Congo DR",right,192,84,no,0.516646,13.862511,5.744112,4.8692,64.47,0.001188,1.46,1.15,-0.03759398496240585,2.826086956521739,SWZ,Testing,2025,0.3411610408442119,0.4156223160694669,0.3800797070707743
1105,P. Bernardoni,Yverdon Sport,Yverdon Sport,GK,GK,0,28,2200000,2026-06-30,38,3695,France,France,left,193,92,no,0.581553,5.793876,6.188702999999999,5.626511999999999,69.09,0.0292632,2.0,1.68,-0.1942446043165469,3.228915662650603,SWZ,Testing,2025,0.4477055985286578,0.521035585282794,0.4865313989885347
1106,K. Letica,Lausanne Sport,Lausanne Sport,GK,GK,0,28,1000000,2026-06-30,34,3326,Croatia,Croatia,right,201,90,no,0.355347,6.899691000000001,4.196512,4.088825,70.2,0.0031899,0.97,1.73,-0.08928571428571419,3.352459016393443,SWZ,Testing,2025,0.3457727671763815,0.4017116883255693,0.3754095148785684
1107,L. Ati Zigi,St. Gallen,St. Gallen,GK,GK,0,28,1500000,2027-06-30,38,3713,Ghana,Ghana,right,188,85,no,0.44,15.080725,4.435578,4.144793,67.08,0.000828,1.43,1.53,-0.032258064516129,3.046875,SWZ,Testing,2025,0.3882113583967423,0.4298529059432574,0.4108568497376207
1108,D. von Ballmoos,Young Boys,Young Boys,GK,GK,0,30,1500000,2027-06-30,17,1670,Switzerland,Switzerland,right,192,92,no,0.05,11.698704,6.791525999999999,6.574272,66.27,0.0006042,1.08,0.86,-0.04137931034482767,2.960264900662251,SWZ,Testing,2025,0.2749333454986836,0.3304966448513859,0.3040654254376836
1109,S. Kapino,Winterthur,Winterthur,GK,GK,0,31,400000,2025-06-30,33,3105,Greece,Greece,right,196,85,no,0.26,14.08883,4.203304,3.712,70.56,0.0018,1.25,1.42,0.04000000000000004,3.398809523809524,SWZ,Testing,2025,0.3725285660620516,0.4133660282433313,0.394700259279309
1110,Y. Brecher,Zürich,Zürich,GK,GK,0,32,800000,2027-06-30,38,3722,Switzerland,Switzerland,right,196,88,no,0.121431,19.904955,5.682128000000001,4.957803000000001,67.05,0.0004794000000000001,1.06,1.67,-0.02985074626865658,3.028985507246377,SWZ,Testing,2025,0.3385641981504716,0.3729337854075134,0.3573360099712277
1111,J. Frick,Servette,Servette,GK,GK,0,32,500000,2027-06-30,13,1263,Switzerland,Switzerland,left,192,90,no,0.639,10.049706,10.403175,9.481919999999999,71.43,2e-06,1.78,1.28,0.0,3.5,SWZ,Testing,2025,0.5500147541952887,0.5928709360771187,0.5739920869106321
1112,J. Mall,Servette,Servette,GK,GK,0,34,500000,2027-06-30,25,2451,Switzerland,"Switzerland, Cyprus",right,197,91,no,0.25375,12.743054,7.124733,6.720944,71.53,0.00663,1.47,1.58,0.1006289308176102,3.517482517482518,SWZ,Testing,2025,0.4208084771450482,0.4998352667649806,0.4623753962149797
1113,M. Hitz,Basel,Basel,GK,GK,0,37,200000,2025-06-30,36,3434,Switzerland,Switzerland,right,194,91,no,0.104,16.6698,4.42518,3.774024,77.06,0.03405610000000001,0.58,0.76,0.2272727272727273,4.372549019607843,SWZ,Testing,2025,0.4125207739064102,0.4460873244207806,0.4312192010031434
1114,F. Muslera,Galatasaray,Galatasaray,GK,GK,0,38,1400000,2025-06-30,34,3419,Uruguay,"Uruguay, Italy",right,190,84,no,0.4438679999999999,17.295513,5.661912,4.5552,73.28,0.001362,1.16,1.42,0.06818181818181823,3.719512195121951,TUR,Testing,2025,0.4539448587998419,0.5095675156489504,0.4839053312866848
1115,M. Günok,Beşiktaş,Beşiktaş,GK,GK,0,36,1200000,2027-06-30,34,3426,Türkiye,Türkiye,right,196,92,no,0.39,9.908675,3.493014,3.045042,74.42,0.002511,1.47,0.97,0.0842105263157894,3.896551724137931,TUR,Testing,2025,0.4233579033056819,0.4841080008113937,0.4557570827404901
1116,E. Taşkıran,Alanyaspor,Alanyaspor,GK,GK,0,35,75000,2025-06-30,34,3403,Türkiye,Türkiye,right,191,83,no,0.603729,12.77066,4.497696,3.254,68.63,0.0001105,1.61,1.72,-0.01600000000000001,3.188976377952756,TUR,Testing,2025,0.4614270948434243,0.5079934690050154,0.4868726043851506
1117,A. Vural,Sivasspor,Sivasspor,GK,GK,0,34,250000,2026-06-30,26,2569,Türkiye,Türkiye,right,187,80,no,0.4593510000000001,11.984177,5.816565000000001,5.008785,71.83,0.0165808,2.1,1.79,0.1463414634146342,3.55,TUR,Testing,2025,0.4937276409916625,0.573836574093503,0.5361633424439762
1118,J. Słowik,Konyaspor,Konyaspor,GK,GK,0,33,700000,2025-06-30,24,2418,Poland,Poland,right,190,85,no,0.225,13.88222,5.024999999999999,4.464347,66.67,0.0005235999999999999,1.27,0.63,0.03424657534246578,3.007092198581561,TUR,Testing,2025,0.3126487066975238,0.3523230132376541,0.3339690998941193
1119,A. Gianniotis,Kasımpaşa,Kasımpaşa,GK,GK,0,32,500000,2025-06-30,33,3314,Greece,Greece,right,190,80,no,0.352868,13.818063,4.316645,3.695522,60.0,0.0191292,1.44,1.98,-0.1782945736434107,2.5,TUR,Testing,2025,0.2848379705911356,0.3047760322642161,0.2961221536425124
1120,S. Dioudis,Gaziantep,Gaziantep,GK,GK,0,32,450000,2026-06-30,20,1863,Greece,Greece,right,189,77,no,0.29,10.52704,5.075174000000001,4.587772,66.67,5.44e-05,1.26,1.11,-0.007751937984496138,3.007692307692308,TUR,Testing,2025,0.3209786993151478,0.3651524603141095,0.3445960165238739
1121,E. Kardeşler,Amed SK,Hatayspor,GK,GK,0,31,425000,2026-06-30,19,1920,Türkiye,Türkiye,right,184,79,no,0.326676,8.906016000000001,4.499174,4.128479,67.27,0.007616700000000001,1.41,2.02,0.101063829787234,3.053254437869823,TUR,Testing,2025,0.3835265739251345,0.4302034500631212,0.4086800619049925
1122,K. Pirić,Antalyaspor,Antalyaspor,GK,GK,0,30,800000,2026-06-30,30,3018,Bosnia and Herzegovina,Bosnia and Herzegovina,right,192,89,no,0.54,13.331503,6.590153999999999,6.231401,59.85,0.010854,1.4,2.09,-0.1285714285714288,2.493670886075949,TUR,Testing,2025,0.3581796070663578,0.373946581387515,0.3676961242662877
1123,O. Piri,Kayserispor,Kayserispor,GK,GK,0,30,225000,2026-06-30,11,1098,Türkiye,Türkiye,right,190,82,no,0.25,10.086,6.065332,4.91572,67.95,4e-07,1.23,1.48,0.0,3.117073170731707,TUR,Testing,2025,0.3490745182561515,0.3897533093212963,0.3710618920407936
1124,D. Livaković,Fenerbahçe,Fenerbahçe,GK,GK,0,30,11000000,2028-06-30,22,2155,Croatia,Croatia,right,188,79,no,0.29,10.611174,5.264406,4.59574,67.65,0.001935,1.25,0.96,-0.1084337349397591,3.08695652173913,TUR,Testing,2025,0.2978020733517636,0.3576206510607907,0.3291733028038394
1125,O. Koçuk,Samsunspor,Samsunspor,GK,GK,0,29,1000000,2026-06-30,36,3591,Türkiye,Türkiye,right,187,76,no,0.3,8.39962,5.037912,4.03589,70.29,0.0138198,1.2,1.18,-0.2261904761904763,3.359223300970874,TUR,Testing,2025,0.3093211794714305,0.374795041679492,0.3435840529022974
1126,I. Grbić,Rizespor,Rizespor,GK,GK,0,29,3500000,2027-06-30,22,2187,Croatia,Croatia,right,195,83,yes,0.409095,16.4619,3.496049999999999,2.87859,63.53,0.0175657,1.28,0.7,-0.2673267326732673,2.734375,TUR,Testing,2025,0.2715014545405618,0.308441905824259,0.2912652617309658
1127,U. Çakır,Trabzonspor,Trabzonspor,GK,GK,0,29,8000000,2027-06-30,32,3236,Türkiye,Türkiye,right,191,82,no,0.5545509999999999,13.651086,6.257931999999999,5.864291999999999,73.2,0.0074736,1.25,1.14,0.1093750000000001,3.736842105263158,TUR,Testing,2025,0.5028029003182821,0.5407270563857174,0.5240926040989484
1128,M. Şengezer,İstanbul Başakşehir,İstanbul Başakşehir,GK,GK,0,28,1700000,2026-06-30,34,3413,Türkiye,Türkiye,right,192,78,no,0.32,15.533,7.252267000000001,5.881148,65.52,0.0038784,1.24,1.03,-0.08196721311475419,2.893939393939394,TUR,Testing,2025,0.2778370003974782,0.354658933774239,0.317658768770813
1129,T. Çetin,Rizespor,Rizespor,GK,GK,0,28,325000,2025-06-30,11,1027,Türkiye,Türkiye,right,193,86,no,0.2625,9.54954,5.69585,5.084099999999999,58.7,0.017355,1.31,1.05,-0.3046875,2.413173652694611,TUR,Testing,2025,0.2168139850357552,0.2422404571072862,0.230551156160225
1130,M. Lis,Göztepe,Göztepe,GK,GK,0,28,1600000,2027-06-30,32,3225,Poland,Poland,right,192,83,no,0.36,3.938219999999999,7.50546,7.343280000000001,66.67,0.0133363,1.76,1.26,-0.2,3.008771929824562,TUR,Testing,2025,0.3429301684965956,0.4102223792767348,0.378256203868852
1131,D. Nikolić,Sivasspor,Sivasspor,GK,GK,0,27,250000,2026-06-30,11,1046,Serbia,Serbia,right,195,91,no,0.6,8.771742,5.764946,5.41926,57.45,0.0012584,1.81,1.81,-0.06172839506172823,2.348837209302326,TUR,Testing,2025,0.3231461617446381,0.3741043218329309,0.3501804804929743
1132,V. Bekaj,Hatayspor,Hatayspor,GK,GK,0,28,350000,2026-06-30,15,1474,Kosovo,"Kosovo, Albania",right,191,82,no,1.04,11.845782,5.312109,4.69867,64.89,0.000264,2.2,1.77,-0.02030456852791862,2.855721393034826,TUR,Testing,2025,0.5525858034392042,0.6295996424276162,0.5937296240245479
1133,V. Karakuş,Adana Demirspor,Adana Demirspor,GK,GK,0,27,50000,2025-06-30,16,1430,Türkiye,Türkiye,left,183,80,no,0.5066729999999999,10.128804,4.218719999999999,3.709625,58.62,0.0320586,1.32,1.64,-0.2472527472527473,2.41409691629956,TUR,Testing,2025,0.2945580332038681,0.3068364941374581,0.3020386927086325
1134,İ. Eğribayat,Fenerbahçe,Fenerbahçe,GK,GK,0,26,1500000,2027-06-30,13,1314,Türkiye,Türkiye,right,193,79,no,0.34,10.475875,5.819062,4.51962,72.73,0.0002223,1.37,1.16,0.04651162790697683,3.670731707317073,TUR,Testing,2025,0.4016091039590224,0.4562430224395805,0.4308395288201514
1135,Diogo Sousa,Bodrumspor,Bodrumspor,GK,GK,0,26,1000000,2025-06-30,32,3168,Portugal,Portugal,right,198,85,no,0.54,11.111754,4.574975999999999,4.405395,73.77,2.79e-05,1.93,2.19,0.01086956521739135,3.813186813186813,TUR,Testing,2025,0.5647781280228246,0.6123771754185787,0.5912033329240488
1136,B. Bayazıt,Kayserispor,Kayserispor,GK,GK,0,26,2800000,2026-06-30,25,2477,Netherlands,"Netherlands, Türkiye",right,185,76,no,0.403348,11.484625,6.579576,5.485248,69.23,3e-07,1.64,1.34,0.0,3.258620689655173,TUR,Testing,2025,0.4010710680007812,0.4739045685716281,0.4394394784245215
1137,B. Özer,Eyüpspor,Eyüpspor,GK,GK,0,24,1500000,2027-06-30,34,3371,Türkiye,Türkiye,right,191,79,no,0.563155,17.249345,5.018761,3.953412000000001,73.17,0.0230392,2.24,1.52,0.176056338028169,3.743589743589744,TUR,Testing,2025,0.5700595492862278,0.6050997800275499,0.5902008937783961
1138,B. Bozan,Gaziantep,Gaziantep,GK,GK,0,24,50000,2026-06-30,18,1664,Türkiye,Türkiye,right,190,80,no,0.37625,7.0876,5.298924,4.703545,75.29,0.0206078,1.78,1.89,0.2244897959183674,4.035087719298246,TUR,Testing,2025,0.5019047722990922,0.5820676146553484,0.5444040273119344
1139,D. Dönmezer,Adana Demirspor,Adana Demirspor,GK,GK,0,16,0,2026-06-30,17,1621,Türkiye,Türkiye,right,190,74,no,0.664632,8.938398,5.165208,4.773712,62.28,0.005849999999999999,2.33,2.22,-0.08144796380090513,2.648535564853556,TUR,Testing,2025,0.4477322424873029,0.4859696762726319,0.4689336103016001
1140,D. Ertaş,Konyaspor,Konyaspor,GK,GK,0,20,0,2027-06-30,12,1210,Türkiye,"Türkiye, Moldova",,193,77,no,0.225,12.64238,4.017412,4.089580000000001,75.0,0.0017442,1.41,2.16,-0.141025641025641,4.011235955056179,TUR,Testing,2025,0.4124121248664221,0.49064737664346,0.4535440528200013
1141,Fahad Al Dhanhani,Bani Yas,Bani Yas,GK,GK,0,33,300000,2027-06-30,26,2617,United Arab Emirates,United Arab Emirates,,175,65,no,0.443526,8.807584,3.577315,2.615553999999999,65.13,0.0108273,1.31,1.58,-0.1165644171779143,2.873626373626374,UAE,Testing,2025,0.3101073940476001,0.3617889926053794,0.3374468789356647
1142,Ali Al Hosani,Ajman,Ajman,GK,GK,0,37,75000,,26,2613,United Arab Emirates,United Arab Emirates,right,172,68,no,0.551118,6.131180000000001,1.238706,0.7215900000000001,60.34,0.0310323,1.48,1.07,-0.253968253968254,2.531645569620253,UAE,Testing,2025,0.2767665788271905,0.3092577644882515,0.2943193170262622
1143,Khalid Eisa,Al Ain,Al Ain,GK,GK,0,35,400000,,25,2511,United Arab Emirates,United Arab Emirates,right,178,74,no,0.22,9.179162,3.18742,2.543517,61.73,0.0025824,0.93,1.43,-0.0990099009900991,2.612612612612612,UAE,Testing,2025,0.2193203581231375,0.2371604978599764,0.2292586226169719
1144,Ali Khaseif,Al Jazira,Al Jazira,GK,GK,0,37,100000,2025-06-30,24,2343,United Arab Emirates,United Arab Emirates,right,187,94,no,0.771444,13.25219,3.306832,2.496368,63.64,0.0010688,1.92,1.42,-0.05128205128205132,2.747967479674797,UAE,Testing,2025,0.407504832183513,0.4591339082497751,0.4352524346510442
1145,Sultan Al Mantheri,Al Ittihad Kalba,Al Ittihad Kalba,GK,GK,0,30,10000,2026-06-30,23,2330,United Arab Emirates,United Arab Emirates,right,195,70,no,0.464,5.10229,3.555112,3.048076,74.59,0.0222094,1.97,1.31,0.1946308724832215,3.925,UAE,Testing,2025,0.4947545986937268,0.5594624727066222,0.5294599993860036
1146,H. Al Meqebaali,Shabab Al Ahli Dubai,Shabab Al Ahli Dubai,GK,GK,0,21,0,,23,2265,United Arab Emirates,United Arab Emirates,,0,0,no,0.280008,5.170404,2.108288,1.984536,74.29,0.000504,1.27,1.23,0.05263157894736847,3.861111111111111,UAE,Testing,2025,0.3935650643745556,0.4379651584854327,0.4176198652333331
1147,Suhail Abdulla Almutawa,Dibba Al Hisn,Dibba Al Hisn,GK,GK,0,25,400000,2027-06-30,22,2212,United Arab Emirates,United Arab Emirates,,182,67,no,0.608309,5.007145,4.031433,3.745925999999999,63.57,0.0002325,2.44,1.42,0.01546391752577325,2.74869109947644,UAE,Testing,2025,0.4171102145549251,0.474308113518416,0.4476975001054107
1148,Adel Al Hosani,Al Sharjah,Al Sharjah,GK,GK,0,35,200000,2026-06-30,21,2095,United Arab Emirates,United Arab Emirates,,180,68,no,0.387,5.541291,1.977871,1.801107,72.34,0.001488,0.9,0.69,0.1249999999999999,3.607142857142857,UAE,Testing,2025,0.3523531786648934,0.399087825816745,0.3773966145729164
1149,Ahmed Al Hosani,Khorfakkan,Khorfakkan,GK,GK,0,29,500000,,20,1937,United Arab Emirates,United Arab Emirates,,177,80,no,0.7466759999999999,7.663955,4.321016,3.48496,68.27,0.0143448,2.18,1.58,-0.1953125,3.156862745098039,UAE,Testing,2025,0.4949743272828829,0.5322893575896405,0.5159231857622999
1150,Khaled Al Senaani,Al Wasl,Al Wasl,GK,GK,0,35,100000,2027-06-30,19,1906,United Arab Emirates,United Arab Emirates,right,176,81,no,0.282843,5.806814999999999,1.744952,1.039182,61.84,0.0036287,1.13,0.8,-0.1048387096774195,2.620437956204379,UAE,Testing,2025,0.2091330332478734,0.2396485846610576,0.2253918301919405
1151,Ahmed Shambih,Al Nasr,Al Nasr,GK,GK,0,31,500000,2026-06-30,19,1904,United Arab Emirates,United Arab Emirates,right,172,68,no,0.382227,10.165608,1.604585,1.467357,56.76,0.0278784,1.09,1.65,-0.3130434782608698,2.317880794701987,UAE,Testing,2025,0.1836595656828286,0.2110203005759153,0.1982202787414976
1152,Mohammed Al Shamsi,Al Wahda,Al Wahda,GK,GK,0,28,600000,2029-06-30,16,1583,United Arab Emirates,United Arab Emirates,right,184,72,no,0.224,12.619152,3.130056,2.272437,69.57,0.00275,1.14,1.02,0.09848484848484862,3.294117647058824,UAE,Testing,2025,0.2984579153974459,0.373808199420234,0.3376325677080873
1153,Darwish Mohammad,Al Bataeh,Al Bataeh,GK,GK,0,29,300000,2025-06-30,15,1357,United Arab Emirates,United Arab Emirates,,181,70,no,0.264,7.557732000000001,2.653614,2.120106,60.56,0.006040000000000001,1.33,1.66,-0.1204819277108435,2.532258064516129,UAE,Testing,2025,0.2385948247103674,0.2613053257572299,0.2510651179344481
1154,Rashid Abdalla,Al Orooba,Al Orooba,GK,GK,0,24,0,2026-06-30,13,1268,United Arab Emirates,United Arab Emirates,unknown,180,69,yes,0.28,4.469176,2.909076,2.413454,64.56,0.0009912,1.42,1.49,-0.04736842105263173,2.819095477386935,UAE,Testing,2025,0.2838025205432507,0.3198392574282997,0.303167330585572
1155,Ibrahim Essa,Al Bataeh,Al Bataeh,GK,GK,0,30,450000,,13,1253,United Arab Emirates,United Arab Emirates,,180,75,no,0.42855,8.617873,3.305682,2.945023,69.09,0.0019754,1.87,1.94,-0.1090909090909089,3.237704918032787,UAE,Testing,2025,0.3847648323380137,0.4601042415868549,0.4243190434843933
1156,O. Palamarchuk,Inhulets,Inhulets,GK,GK,0,33,250000,2025-12-31,29,2742,Ukraine,Ukraine,right,195,86,no,0.7241930000000001,16.869852,10.99344,9.518675,75.0,0.034237,2.26,2.56,0.1929824561403509,3.992753623188406,UKR,Testing,2025,0.6825034786530427,0.7482956226362243,0.7185909921604966
1157,A. Rudko,Chornomorets,Chornomorets,GK,GK,0,33,200000,2025-06-30,26,2490,Ukraine,Ukraine,right,198,85,no,0.214275,11.489296,6.649995000000001,5.203836,70.92,2.34e-05,1.41,1.12,0.006711409395973145,3.445945945945946,UKR,Testing,2025,0.3504087716468298,0.4252315925073921,0.3895502718271747
1158,A. Klishchuk,Kryvbas KR,Kryvbas KR,GK,GK,0,32,500000,2025-06-30,24,2319,Ukraine,Ukraine,right,190,82,no,0.27,16.649632,4.928039999999999,3.9576,75.32,0.0003686,1.9,1.24,0.05128205128205132,4.040540540540541,UKR,Testing,2025,0.4554051145592065,0.519292269715807,0.4895227847091161
1159,Y. Volynets,Polissya,Polissya,GK,GK,0,31,800000,2026-06-30,22,2108,Ukraine,Ukraine,right,188,81,no,0.427277,11.44377,4.865958,4.611319999999999,67.65,0.0003219,1.2,1.28,-0.04444444444444429,3.085106382978724,UKR,Testing,2025,0.3520947408145577,0.4020794441447553,0.3787693012550901
1160,H. Bushchan,Al Shabab,Dynamo Kyiv,GK,GK,0,30,7000000,2026-06-30,16,1525,Ukraine,Ukraine,right,196,84,no,0.3,13.748784,5.014229,4.189,76.19,3.22e-05,1.71,1.06,-0.01724137931034475,4.203389830508475,UKR,Testing,2025,0.4299500938180872,0.5220972790368376,0.4781472574501586
