Atleta,Código_Posição_Wyscout,Minutos,Liga,Versão_Temporada,Posição
T. Akhvlediani,12,1473,GEO,2024,Atacante
T. Berelidze,8,1411,GEO,2024,Segundo Volante
T. Gognadze,1,1126,GEO,2024,Lateral
T. Jangidze,4,1706,GEO,2024,Zagueiro
T. Kapanadze,1,3518,GEO,2024,Lateral
T. Kikabidze,1,3343,GEO,2024,Lateral
T. Megrelishvili,0,2107,GEO,2024,Goleiro
T. Morchiladze,10,2451,GEO,2024,Extremo
T. Nadaraia,1,2592,GEO,2024,Lateral
T. Patsatsia,10,1350,GEO,2024,Extremo
T. Shekiladze,1,1025,GEO,2024,Lateral
T. Wouter,12,2588,GEO,2024,Atacante
U. Mara,8,2116,GEO,2024,Segundo Volante
V. Botchorishvili,4,1748,GEO,2024,Zagueiro
V. Gordeziani,12,1174,GEO,2024,Atacante
V. Mamuchashvili,1,1830,GEO,2024,Lateral
V. Salia,12,2139,GEO,2024,Atacante
Vinícius Vianna,7,1487,GEO,2024,Primeiro Volante
Wanderson,1,1878,GEO,2024,Lateral
Warley,1,1429,GEO,2024,Lateral
Y. Kotlyarov,0,2650,GEO,2024,Goleiro
Z. Eradze,4,1234,GEO,2024,Zagueiro
Z. Gigashvili,4,1916,GEO,2024,Zagueiro
Z. Rukhadze,1,2098,GEO,2024,Lateral
Z. Tchavtchanidze,4,2919,GEO,2024,Zagueiro
A. Adli,11,1012,GER1,2024,Extremo
A. Beck,9,1072,GER1,2024,Meia
A. Caci,1,2680,GER1,2024,Lateral
A. Davies,1,2239,GER1,2024,Lateral
A. Engels,8,1665,GER1,2024,Segundo Volante
A. Haidara,8,1695,GER1,2024,Segundo Volante
A. Hanche-Olsen,4,1092,GER1,2024,Zagueiro
A. Jung,4,2769,GER1,2024,Zagueiro
A. Karazor,8,2985,GER1,2024,Segundo Volante
A. Knauff,10,2288,GER1,2024,Extremo
A. Král,8,1663,GER1,2024,Segundo Volante
A. Kramarić,8,2520,GER1,2024,Segundo Volante
A. Laïdouni,8,1300,GER1,2024,Segundo Volante
A. Losilla,8,2923,GER1,2024,Segundo Volante
A. Maier,8,1182,GER1,2024,Segundo Volante
A. Pavlović,7,1323,GER1,2024,Primeiro Volante
A. Pléa,12,2081,GER1,2024,Atacante
A. Rouault,4,1140,GER1,2024,Zagueiro
A. Schäfer,8,1359,GER1,2024,Segundo Volante
A. Stach,7,2840,GER1,2024,Primeiro Volante
A. Stiller,8,3136,GER1,2024,Segundo Volante
A. Vranckx,8,1318,GER1,2024,Segundo Volante
Alex Grimaldo,1,3013,GER1,2024,Lateral
Aurélio Buta,1,2014,GER1,2024,Lateral
B. Aaronson,12,1391,GER1,2024,Atacante
B. Franjić,8,1256,GER1,2024,Segundo Volante
B. Gimber,4,2085,GER1,2024,Zagueiro
B. Gruda,9,1607,GER1,2024,Meia
B. Henrichs,1,2754,GER1,2024,Lateral
B. Hollerbach,12,1484,GER1,2024,Atacante
B. Schmitz,1,1282,GER1,2024,Lateral
B. Šeško,12,1680,GER1,2024,Atacante
Bernardo,1,3245,GER1,2024,Lateral
C. Antwi-Adjei,11,1467,GER1,2024,Extremo
C. Baumgartner,10,1333,GER1,2024,Extremo
C. Führich,10,2830,GER1,2024,Extremo
C. Gamboa,1,1330,GER1,2024,Lateral
C. Groß,4,913,GER1,2024,Zagueiro
C. Günter,1,1098,GER1,2024,Lateral
C. Klarer,4,2483,GER1,2024,Zagueiro
C. Trimmel,1,1905,GER1,2024,Lateral
C. Zesiger,4,1797,GER1,2024,Zagueiro
C. Zimmermann,4,1369,GER1,2024,Zagueiro
D. da Costa,1,911,GER1,2024,Lateral
D. Doekhi,4,2534,GER1,2024,Zagueiro
D. Huseinbašić,7,1736,GER1,2024,Primeiro Volante
D. Kohr,4,2422,GER1,2024,Zagueiro
D. Ljubičić,10,2238,GER1,2024,Extremo
D. Malen,10,1984,GER1,2024,Extremo
D. Raum,1,2956,GER1,2024,Lateral
D. Selke,12,1433,GER1,2024,Atacante
D. Undav,12,2315,GER1,2024,Atacante
D. Upamecano,4,2030,GER1,2024,Zagueiro
D. Zagadou,4,1606,GER1,2024,Zagueiro
Dani Olmo,10,1653,GER1,2024,Extremo
Diogo Leite,4,3100,GER1,2024,Zagueiro
E. Can,7,2272,GER1,2024,Primeiro Volante
E. Choupo-Moting,9,903,GER1,2024,Meia
E. Demirović,12,3232,GER1,2024,Atacante
E. Dier,4,1205,GER1,2024,Zagueiro
E. Dinkçi,10,2741,GER1,2024,Extremo
E. Fernandes,4,1472,GER1,2024,Zagueiro
E. Karic,1,1927,GER1,2024,Lateral
E. Martel,7,2706,GER1,2024,Primeiro Volante
E. Mašović,4,2575,GER1,2024,Zagueiro
E. Millot,9,2455,GER1,2024,Meia
E. Palacios,8,2058,GER1,2024,Segundo Volante
E. Rexhbecaj,8,2239,GER1,2024,Segundo Volante
E. Skhiri,8,2477,GER1,2024,Segundo Volante
E. Tapsoba,4,2371,GER1,2024,Zagueiro
F. Agu,1,1645,GER1,2024,Lateral
F. Alidou,10,1402,GER1,2024,Extremo
F. Chaïbi,12,2103,GER1,2024,Atacante
F. Dahmen,0,3193,GER1,2024,Goleiro
F. Grillitsch,4,2543,GER1,2024,Zagueiro
F. Holland,8,2006,GER1,2024,Segundo Volante
F. Honorat,1,2555,GER1,2024,Lateral
F. Jensen,8,1433,GER1,2024,Segundo Volante
F. Kainz,9,2368,GER1,2024,Meia
F. Neuhaus,8,1462,GER1,2024,Segundo Volante
F. Nmecha,7,1117,GER1,2024,Primeiro Volante
F. Nürnberger,1,1659,GER1,2024,Lateral
F. Passlack,1,1024,GER1,2024,Lateral
F. Rønnow,0,3422,GER1,2024,Goleiro
F. Uduokhai,4,3222,GER1,2024,Zagueiro
F. Wirtz,9,2643,GER1,2024,Meia
G. Kobel,0,2744,GER1,2024,Goleiro
G. Prömel,8,2455,GER1,2024,Segundo Volante
G. Xhaka,8,3052,GER1,2024,Segundo Volante
H. Ito,1,2572,GER1,2024,Lateral
H. Larsson,8,2086,GER1,2024,Segundo Volante
I. Bebou,12,1940,GER1,2024,Atacante
I. Maatsen,1,1334,GER1,2024,Lateral
I. Ordets,4,2197,GER1,2024,Zagueiro
Iago,1,1801,GER1,2024,Lateral
J. Beste,10,2655,GER1,2024,Extremo
J. Blaswich,0,2103,GER1,2024,Goleiro
J. Brandt,8,2459,GER1,2024,Segundo Volante
J. Brooks,4,1820,GER1,2024,Zagueiro
J. Burkardt,12,1527,GER1,2024,Atacante
J. Bynoe-Gittens,10,1105,GER1,2024,Extremo
J. Chabot,4,3075,GER1,2024,Zagueiro
J. Dina Ebimbe,1,2124,GER1,2024,Lateral
J. Föhrenbach,1,2978,GER1,2024,Lateral
J. Frimpong,1,2485,GER1,2024,Lateral
J. Gouweleeuw,4,2972,GER1,2024,Zagueiro
J. Haberer,8,1423,GER1,2024,Segundo Volante
J. Hofmann,9,2448,GER1,2024,Meia
J. Juranović,1,1442,GER1,2024,Lateral
J. Justvan,10,1092,GER1,2024,Extremo
J. Kimmich,7,2378,GER1,2024,Primeiro Volante
J. Leweling,10,1707,GER1,2024,Extremo
J. Maehle,1,2738,GER1,2024,Lateral
J. Makengo,1,1138,GER1,2024,Lateral
J. Müller,4,1248,GER1,2024,Zagueiro
J. Musiala,9,1827,GER1,2024,Meia
J. Njinmah,12,1106,GER1,2024,Atacante
J. Roussillon,1,971,GER1,2024,Lateral
J. Ryerson,1,2041,GER1,2024,Lateral
J. Sancho,10,983,GER1,2024,Extremo
J. Scally,1,2478,GER1,2024,Lateral
J. Schöppner,7,2077,GER1,2024,Primeiro Volante
J. Siebatcheu,12,1616,GER1,2024,Atacante
J. Stage,8,2428,GER1,2024,Segundo Volante
J. Stanišić,4,1384,GER1,2024,Zagueiro
J. Tah,4,2960,GER1,2024,Zagueiro
J. Thielmann,12,1645,GER1,2024,Atacante
J. Vagnoman,1,1391,GER1,2024,Lateral
J. Weigl,7,3153,GER1,2024,Primeiro Volante
J. Wind,12,3006,GER1,2024,Atacante
K. Adeyemi,11,1064,GER1,2024,Extremo
K. Akpoguma,4,1229,GER1,2024,Zagueiro
K. Behrens,12,2175,GER1,2024,Atacante
K. Casteels,0,2604,GER1,2024,Goleiro
K. Coman,10,1257,GER1,2024,Extremo
K. Gjasula,4,1506,GER1,2024,Zagueiro
K. Itakura,4,1857,GER1,2024,Zagueiro
K. Jakić,7,1387,GER1,2024,Primeiro Volante
K. Kampl,8,1494,GER1,2024,Segundo Volante
K. Laimer,1,1905,GER1,2024,Lateral
K. Mbabu,1,2259,GER1,2024,Lateral
K. Müller,0,3258,GER1,2024,Goleiro
K. Onisiwo,12,1747,GER1,2024,Atacante
K. Paredes,10,1672,GER1,2024,Extremo
K. Schlotterbeck,4,2472,GER1,2024,Zagueiro
K. Sessa,9,1077,GER1,2024,Meia
K. Sildillia,1,2079,GER1,2024,Lateral
K. Stöger,9,3010,GER1,2024,Meia
K. Trapp,0,3294,GER1,2024,Goleiro
K. Vogt,4,2952,GER1,2024,Zagueiro
K. Volland,12,1520,GER1,2024,Atacante
Kim Min-Jae,4,2137,GER1,2024,Zagueiro
L. Ajorque,12,1529,GER1,2024,Atacante
L. Barreiro,8,2897,GER1,2024,Segundo Volante
L. Bittencourt,8,1802,GER1,2024,Segundo Volante
L. Goretzka,7,2374,GER1,2024,Primeiro Volante
L. Höler,12,2621,GER1,2024,Atacante
L. Hrádecký,0,3329,GER1,2024,Goleiro
L. Klostermann,4,1730,GER1,2024,Zagueiro
L. Kübler,4,1992,GER1,2024,Zagueiro
L. Maina,10,2073,GER1,2024,Extremo
L. Majer,9,2305,GER1,2024,Meia
L. Maloney,7,2448,GER1,2024,Primeiro Volante
L. Netz,1,2530,GER1,2024,Lateral
L. Paqarada,1,1190,GER1,2024,Lateral
L. Pfeiffer,12,1788,GER1,2024,Atacante
L. Sané,10,2349,GER1,2024,Extremo
L. Tousart,7,1869,GER1,2024,Primeiro Volante
L. Waldschmidt,9,1273,GER1,2024,Meia
Lee Jae-Sung,9,2203,GER1,2024,Meia
M. Arnold,7,2895,GER1,2024,Primeiro Volante
M. Bader,1,1976,GER1,2024,Lateral
M. Bauer,4,941,GER1,2024,Zagueiro
M. Beier,12,2628,GER1,2024,Atacante
M. Bero,10,1799,GER1,2024,Extremo
M. Broschinski,12,1410,GER1,2024,Atacante
M. Bülter,1,1625,GER1,2024,Lateral
M. de Ligt,4,1564,GER1,2024,Zagueiro
M. Ducksch,12,2915,GER1,2024,Atacante
M. Eggestein,8,3250,GER1,2024,Segundo Volante
M. Finkgräfe,1,1839,GER1,2024,Lateral
M. Friedl,4,2417,GER1,2024,Zagueiro
M. Friedrich,4,1752,GER1,2024,Zagueiro
M. Ginter,4,2217,GER1,2024,Zagueiro
M. Götze,8,2331,GER1,2024,Segundo Volante
M. Gregoritsch,12,1817,GER1,2024,Atacante
M. Gulde,4,2346,GER1,2024,Zagueiro
M. Honsak,12,1105,GER1,2024,Atacante
M. Hummels,4,1857,GER1,2024,Zagueiro
M. Jenz,4,1959,GER1,2024,Zagueiro
M. Koné,8,1709,GER1,2024,Segundo Volante
M. Lacroix,4,2643,GER1,2024,Zagueiro
M. Maglica,4,1868,GER1,2024,Zagueiro
M. Mehlem,9,1611,GER1,2024,Meia
M. Mittelstädt,1,2347,GER1,2024,Lateral
M. Neuer,0,2153,GER1,2024,Goleiro
M. Nicolas,0,2700,GER1,2024,Goleiro
M. Pedersen,1,2067,GER1,2024,Lateral
M. Pieringer,12,1575,GER1,2024,Atacante
M. Reus,9,1715,GER1,2024,Meia
M. Riemann,0,3390,GER1,2024,Goleiro
M. Röhl,12,1606,GER1,2024,Atacante
M. Sabitzer,7,2179,GER1,2024,Primeiro Volante
M. Schuhen,0,2989,GER1,2024,Goleiro
M. Schwäbe,0,3370,GER1,2024,Goleiro
M. Simakan,4,2375,GER1,2024,Zagueiro
M. Svanberg,8,1961,GER1,2024,Segundo Volante
M. Tel,10,1196,GER1,2024,Extremo
M. Veljković,4,2207,GER1,2024,Zagueiro
M. Weiser,1,2803,GER1,2024,Lateral
M. Wittek,1,1186,GER1,2024,Lateral
M. Wolf,1,1273,GER1,2024,Lateral
M. Zetterer,0,2579,GER1,2024,Goleiro
N. Amiri,8,1480,GER1,2024,Segundo Volante
N. Atubolu,0,3320,GER1,2024,Goleiro
N. Dorsch,8,1600,GER1,2024,Segundo Volante
N. Elvedi,4,2845,GER1,2024,Zagueiro
N. Füllkrug,12,2717,GER1,2024,Atacante
N. Höfler,8,2501,GER1,2024,Segundo Volante
N. Mazraoui,1,1380,GER1,2024,Lateral
N. Ngoumou,10,1532,GER1,2024,Extremo
N. Nkounkou,1,1473,GER1,2024,Lateral
N. Schlotterbeck,4,3090,GER1,2024,Zagueiro
N. Stark,4,1310,GER1,2024,Zagueiro
N. Süle,4,1727,GER1,2024,Zagueiro
N. Tella,1,930,GER1,2024,Lateral
N. Theuerkauf,1,1288,GER1,2024,Lateral
N. Weißhaupt,1,956,GER1,2024,Lateral
N. Woltemade,12,1272,GER1,2024,Atacante
O. Baumann,0,3505,GER1,2024,Goleiro
O. Deman,1,1520,GER1,2024,Lateral
O. Kabak,4,2569,GER1,2024,Zagueiro
O. Kossounou,4,1977,GER1,2024,Zagueiro
O. Traorè,1,2592,GER1,2024,Lateral
O. Vilhelmsson,12,1440,GER1,2024,Atacante
Omar Marmoush,12,2550,GER1,2024,Atacante
P. Gulácsi,0,1198,GER1,2024,Goleiro
P. Hincapié,4,1629,GER1,2024,Zagueiro
P. Hofmann,12,1805,GER1,2024,Atacante
P. Kadeřábek,1,2654,GER1,2024,Lateral
P. Lienhart,4,1475,GER1,2024,Zagueiro
P. Mainka,4,3258,GER1,2024,Zagueiro
P. Max,1,1532,GER1,2024,Lateral
P. Mwene,1,2095,GER1,2024,Lateral
P. Osterhage,7,2060,GER1,2024,Primeiro Volante
P. Pervan,0,916,GER1,2024,Goleiro
P. Schick,12,1148,GER1,2024,Atacante
P. Stenzel,1,1204,GER1,2024,Lateral
P. Tietz,12,2539,GER1,2024,Atacante
R. Andrich,8,1861,GER1,2024,Segundo Volante
R. Baku,1,2331,GER1,2024,Lateral
R. Bensebaini,1,1271,GER1,2024,Lateral
R. Borré,12,1107,GER1,2024,Atacante
R. Carstensen,1,1800,GER1,2024,Lateral
R. Doan,10,2454,GER1,2024,Extremo
R. Gosens,1,2503,GER1,2024,Lateral
R. Hack,12,1538,GER1,2024,Atacante
R. Khedira,7,1592,GER1,2024,Primeiro Volante
R. Knoche,4,2245,GER1,2024,Zagueiro
R. Koch,4,3006,GER1,2024,Zagueiro
R. Reitz,8,2319,GER1,2024,Segundo Volante
R. Sallai,12,2025,GER1,2024,Atacante
R. Schmid,8,2824,GER1,2024,Segundo Volante
R. Skov,1,1445,GER1,2024,Lateral
R. Vargas,9,2177,GER1,2024,Meia
R. Zentner,0,2819,GER1,2024,Goleiro
Raphaël Guerreiro,1,1339,GER1,2024,Lateral
Rogério,1,1035,GER1,2024,Lateral
S. Bornauw,4,1671,GER1,2024,Zagueiro
S. Guirassy,12,2519,GER1,2024,Atacante
S. Lainer,1,909,GER1,2024,Lateral
S. Lynen,7,1895,GER1,2024,Primeiro Volante
S. Özcan,7,1310,GER1,2024,Primeiro Volante
S. Ulreich,0,1089,GER1,2024,Goleiro
S. van den Berg,4,3061,GER1,2024,Zagueiro
S. Widmer,1,1167,GER1,2024,Lateral
Silas,10,1116,GER1,2024,Extremo
T. Asano,11,2233,GER1,2024,Extremo
T. Hübers,4,3054,GER1,2024,Zagueiro
T. Kempe,8,1382,GER1,2024,Segundo Volante
T. Kleindienst,12,3117,GER1,2024,Atacante
T. Krauß,8,1419,GER1,2024,Segundo Volante
T. Müller,9,1798,GER1,2024,Meia
T. Siersleben,4,1019,GER1,2024,Zagueiro
T. Skarke,12,2492,GER1,2024,Atacante
Tiago Tomás,10,1180,GER1,2024,Extremo
Tuta,4,2946,GER1,2024,Zagueiro
U. Tohumcu,8,1145,GER1,2024,Segundo Volante
V. Černý,10,1027,GER1,2024,Extremo
V. Grifo,11,2516,GER1,2024,Extremo
W. Anton,4,3309,GER1,2024,Zagueiro
W. Orbán,4,1758,GER1,2024,Zagueiro
W. Weghorst,12,2192,GER1,2024,Atacante
X. Schlager,8,2656,GER1,2024,Segundo Volante
X. Simons,10,2759,GER1,2024,Extremo
Y. Gerhardt,7,1882,GER1,2024,Primeiro Volante
Y. Keitel,4,1018,GER1,2024,Zagueiro
Y. Poulsen,12,1310,GER1,2024,Atacante
A. Barkok,7,934,GER2,2024,Primeiro Volante
A. Bernhardsson,12,980,GER2,2024,Atacante
A. Bouchalakis,7,1649,GER2,2024,Primeiro Volante
A. Ćatić,1,1022,GER2,2024,Lateral
A. Condé,8,2184,GER2,2024,Segundo Volante
A. Donkor,1,2871,GER2,2024,Lateral
A. Grimaldi,12,1476,GER2,2024,Atacante
A. Gürleyen,4,1096,GER2,2024,Zagueiro
A. Hoffmann,4,1039,GER2,2024,Zagueiro
A. Hoti,4,934,GER2,2024,Zagueiro
A. Kemlein,8,1074,GER2,2024,Segundo Volante
A. Opoku,10,1036,GER2,2024,Extremo
A. Ouédraogo,8,918,GER2,2024,Segundo Volante
A. Rossipal,4,2412,GER2,2024,Zagueiro
A. Sieb,12,2412,GER2,2024,Atacante
A. Tanaka,7,2519,GER2,2024,Primeiro Volante
A. Touré,4,920,GER2,2024,Zagueiro
A. Ujah,12,1141,GER2,2024,Atacante
A. Voglsammer,12,1606,GER2,2024,Atacante
A. Vukotić,4,2570,GER2,2024,Zagueiro
A. Zehnter,1,1061,GER2,2024,Lateral
B. Ajdini,1,1978,GER2,2024,Lateral
B. Arrey-Mbi,4,2825,GER2,2024,Zagueiro
B. Atik,11,3176,GER2,2024,Extremo
B. Goller,10,2406,GER2,2024,Extremo
B. Hrgota,9,3282,GER2,2024,Meia
B. Jacobsen,8,1464,GER2,2024,Segundo Volante
B. Jatta,11,2512,GER2,2024,Extremo
B. Lasme,12,1451,GER2,2024,Atacante
B. Pichler,12,1371,GER2,2024,Atacante
B. Tomiak,4,2988,GER2,2024,Zagueiro
B. Zivzivadze,12,1496,GER2,2024,Atacante
C. Brunner,1,1262,GER2,2024,Lateral
C. Conteh,10,1824,GER2,2024,Extremo
C. Kinsombi,10,1112,GER2,2024,Extremo
C. Klaus,0,1933,GER2,2024,Goleiro
C. Kleine-Bekel,4,2366,GER2,2024,Zagueiro
C. Krempicki,8,1172,GER2,2024,Segundo Volante
C. Makridis,10,1238,GER2,2024,Extremo
C. Mathenia,0,1489,GER2,2024,Goleiro
C. Metcalfe,11,2079,GER2,2024,Extremo
C. Piccini,4,1084,GER2,2024,Zagueiro
C. Sickinger,4,2259,GER2,2024,Zagueiro
C. Teuchert,12,1524,GER2,2024,Atacante
C. Tzolis,10,2553,GER2,2024,Extremo
C. Uzun,12,2254,GER2,2024,Atacante
D. Abiama,12,934,GER2,2024,Atacante
D. Burnić,8,1437,GER2,2024,Segundo Volante
D. Dressel,8,3299,GER2,2024,Segundo Volante
D. Gnaase,7,2774,GER2,2024,Primeiro Volante
D. Hadžikadunić,4,2133,GER2,2024,Zagueiro
D. Hanslik,12,1008,GER2,2024,Atacante
D. Heber,4,3284,GER2,2024,Zagueiro
D. Herold,1,1222,GER2,2024,Lateral
D. Kinsombi,8,2038,GER2,2024,Segundo Volante
D. Köhn,1,2026,GER2,2024,Lateral
D. Michalski,4,2300,GER2,2024,Zagueiro
D. Murkin,1,2042,GER2,2024,Lateral
D. Reimann,0,3377,GER2,2024,Goleiro
D. Roßbach,4,3168,GER2,2024,Zagueiro
D. Scherhant,10,955,GER2,2024,Extremo
D. Srbeny,12,1190,GER2,2024,Atacante
D. Wiebe,1,905,GER2,2024,Lateral
D. Zeefuik,1,1447,GER2,2024,Lateral
Daniel Elfadli,4,2434,GER2,2024,Zagueiro
Daniel Heuer Fernandes,0,2123,GER2,2024,Goleiro
E. Bičakčić,4,2079,GER2,2024,Zagueiro
E. Engelhardt,12,2894,GER2,2024,Atacante
E. Iyoha,1,2134,GER2,2024,Lateral
E. Leopold,8,2801,GER2,2024,Segundo Volante
E. Saad,11,2258,GER2,2024,Extremo
E. Smith,4,2547,GER2,2024,Zagueiro
E. Valentini,1,1020,GER2,2024,Lateral
F. Bilbija,12,2217,GER2,2024,Atacante
F. Carstens,4,1197,GER2,2024,Zagueiro
F. Flick,7,2567,GER2,2024,Primeiro Volante
F. Jäkel,4,1603,GER2,2024,Zagueiro
F. Jeltsch,4,1238,GER2,2024,Zagueiro
F. Kaloč,7,1494,GER2,2024,Primeiro Volante
F. Kastenmeier,0,3380,GER2,2024,Goleiro
F. Kaufmann,8,2471,GER2,2024,Segundo Volante
F. Klaus,10,2319,GER2,2024,Extremo
F. Kleinhansl,1,3227,GER2,2024,Lateral
F. Kovačević,12,1160,GER2,2024,Atacante
F. Krüger,12,1110,GER2,2024,Atacante
F. Kunze,8,2879,GER2,2024,Segundo Volante
F. Muslija,1,1447,GER2,2024,Lateral
F. Niederlechner,9,1158,GER2,2024,Meia
F. Porath,1,1819,GER2,2024,Lateral
F. Reese,10,2969,GER2,2024,Extremo
F. Schleusener,12,1696,GER2,2024,Atacante
F. Stritzel,0,3380,GER2,2024,Goleiro
G. Fechner,8,1807,GER2,2024,Segundo Volante
G. Itter,4,1464,GER2,2024,Zagueiro
G. Jung,4,2529,GER2,2024,Zagueiro
Guilherme Ramos,4,1755,GER2,2024,Zagueiro
H. Bockhorn,1,2593,GER2,2024,Lateral
H. Kuruçay,4,2418,GER2,2024,Zagueiro
H. Matriciani,1,1421,GER2,2024,Lateral
H. Nielsen,12,2167,GER2,2024,Atacante
H. Vandermersch,1,2492,GER2,2024,Lateral
H. Wahl,4,3149,GER2,2024,Zagueiro
I. Ansah,11,1360,GER2,2024,Extremo
I. Johannesson,9,2318,GER2,2024,Meia
I. Matanović,12,2544,GER2,2024,Atacante
I. Pherai,12,2224,GER2,2024,Atacante
I. Prtajin,12,2661,GER2,2024,Atacante
Iván Márquez,4,1451,GER2,2024,Zagueiro
J. Bachmann,8,1636,GER2,2024,Segundo Volante
J. Castrop,8,2253,GER2,2024,Segundo Volante
J. Ceka,11,1314,GER2,2024,Extremo
J. Consbruch,8,1131,GER2,2024,Segundo Volante
J. David,4,1424,GER2,2024,Zagueiro
J. de Wijs,4,2283,GER2,2024,Zagueiro
J. Dehm,1,2311,GER2,2024,Lateral
J. Dompé,11,1870,GER2,2024,Extremo
J. Dudziak,1,943,GER2,2024,Lateral
J. Eggestein,12,2375,GER2,2024,Atacante
J. Elvedi,4,3358,GER2,2024,Zagueiro
J. Gómez,12,2387,GER2,2024,Atacante
J. Gondorf,7,2507,GER2,2024,Primeiro Volante
J. Green,8,2403,GER2,2024,Segundo Volante
J. Gyamerah,1,2468,GER2,2024,Lateral
J. Heuer,4,940,GER2,2024,Zagueiro
J. Horn,4,2520,GER2,2024,Zagueiro
J. Hugonet,8,1026,GER2,2024,Segundo Volante
J. Huth,0,1493,GER2,2024,Goleiro
J. Irvine,8,2646,GER2,2024,Segundo Volante
J. Krahl,0,2984,GER2,2024,Goleiro
J. Meffert,7,3209,GER2,2024,Primeiro Volante
J. Niehues,8,2110,GER2,2024,Segundo Volante
J. Niemiec,10,987,GER2,2024,Extremo
J. Nikolaou,4,1560,GER2,2024,Zagueiro
J. Perea,12,1694,GER2,2024,Atacante
J. Rochelt,10,2878,GER2,2024,Extremo
J. Siebert,4,1995,GER2,2024,Zagueiro
J. Strauß,1,917,GER2,2024,Lateral
J. Urbig,0,3401,GER2,2024,Goleiro
J. van der Werff,4,1913,GER2,2024,Zagueiro
J. Wulff,11,1145,GER2,2024,Extremo
J. Zimmer,1,2545,GER2,2024,Lateral
Júnior Brumado,12,1644,GER2,2024,Atacante
K. Karaman,9,2582,GER2,2024,Meia
K. Klefisch,8,2245,GER2,2024,Segundo Volante
K. Kostons,12,1302,GER2,2024,Atacante
K. Kraus,4,1467,GER2,2024,Zagueiro
K. Mets,4,3237,GER2,2024,Zagueiro
K. Okunuki,11,2116,GER2,2024,Extremo
K. Pröger,12,2315,GER2,2024,Atacante
K. Redondo,10,1711,GER2,2024,Extremo
K. Schumacher,1,2090,GER2,2024,Lateral
K. Topp,12,1213,GER2,2024,Atacante
L. Bell Bell,1,2582,GER2,2024,Lateral
L. Bénes,8,2544,GER2,2024,Segundo Volante
L. Castaignos,12,947,GER2,2024,Atacante
L. Curda,4,1593,GER2,2024,Zagueiro
L. Gechter,4,1151,GER2,2024,Zagueiro
L. Grill,0,1503,GER2,2024,Goleiro
L. Günther,1,1125,GER2,2024,Lateral
L. Holtby,8,2572,GER2,2024,Segundo Volante
L. Jensen,8,1688,GER2,2024,Segundo Volante
L. Kunze,8,1287,GER2,2024,Segundo Volante
L. Petkov,12,1248,GER2,2024,Atacante
L. Pinckert,4,990,GER2,2024,Zagueiro
L. Reis,1,1979,GER2,2024,Lateral
L. Ritzka,1,1667,GER2,2024,Lateral
L. Schaub,11,1923,GER2,2024,Extremo
L. Schleimer,12,2225,GER2,2024,Atacante
L. Schnellbacher,12,2357,GER2,2024,Atacante
L. Schuler,12,1926,GER2,2024,Atacante
L. Stindl,9,1674,GER2,2024,Meia
L. Tempelmann,8,1360,GER2,2024,Segundo Volante
Lee Hyun-Ju,9,1654,GER2,2024,Meia
M. Angha,4,2234,GER2,2024,Zagueiro
M. Beifus,4,1359,GER2,2024,Zagueiro
M. Christiansen,8,919,GER2,2024,Segundo Volante
M. Cuisance,8,2251,GER2,2024,Segundo Volante
M. Dárdai,4,2484,GER2,2024,Zagueiro
M. Dietz,4,2662,GER2,2024,Zagueiro
M. El Hankouri,1,1498,GER2,2024,Lateral
M. Feil,10,2317,GER2,2024,Extremo
M. Franke,4,2983,GER2,2024,Zagueiro
M. Gyamfi,4,3067,GER2,2024,Zagueiro
M. Halstenberg,4,3154,GER2,2024,Zagueiro
M. Hansen,8,1314,GER2,2024,Segundo Volante
M. Hartel,8,3329,GER2,2024,Segundo Volante
M. Hoffmeier,4,3026,GER2,2024,Zagueiro
M. Ivezić,4,2118,GER2,2024,Zagueiro
M. Kamiński,4,2945,GER2,2024,Zagueiro
M. Karbownik,1,2340,GER2,2024,Lateral
M. Kolke,0,3431,GER2,2024,Goleiro
M. Komenda,4,1327,GER2,2024,Zagueiro
M. Mathisen,4,3014,GER2,2024,Zagueiro
M. Meyerhöfer,1,1281,GER2,2024,Lateral
M. Muheim,1,2557,GER2,2024,Lateral
M. Müller,0,2042,GER2,2024,Goleiro
M. Neubauer,1,2976,GER2,2024,Lateral
M. Raab,0,1397,GER2,2024,Goleiro
M. Ritter,9,2559,GER2,2024,Meia
M. Rittmüller,1,2220,GER2,2024,Lateral
M. Saliakas,1,2939,GER2,2024,Lateral
M. Schulz,4,1497,GER2,2024,Zagueiro
M. Thalhammer,7,1008,GER2,2024,Primeiro Volante
M. Wanitzek,8,3202,GER2,2024,Segundo Volante
M. Winkler,10,1682,GER2,2024,Extremo
M. Zimmermann,1,2373,GER2,2024,Lateral
N. Bätzner,9,1674,GER2,2024,Meia
N. Brown,1,2790,GER2,2024,Lateral
N. Fröling,10,1638,GER2,2024,Extremo
N. Gavory,1,1724,GER2,2024,Lateral
N. Kristof,0,3279,GER2,2024,Goleiro
N. Neidhart,1,1808,GER2,2024,Lateral
N. Niemann,11,1451,GER2,2024,Extremo
N. Remberg,8,1796,GER2,2024,Segundo Volante
N. Soldo,4,971,GER2,2024,Zagueiro
N. Tresoldi,12,2140,GER2,2024,Atacante
N. Vasilj,0,3457,GER2,2024,Goleiro
N. Wiemann,4,2059,GER2,2024,Zagueiro
O. Afolayan,11,2345,GER2,2024,Extremo
