Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ganhos,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Interceptações_Ajustadas_a_Posse,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
95,F. Torrent,Quilmes,Quilmes,RB,RB,1,33.0,75000,,14,1275,Argentina,Argentina,right,173,72,no,8.119145999999999,7.48,3.953991,1.06,5.79,ARG2,Testing,2025,0.4731741961798436,0.4865603021829863,0.4744315394032978
96,F. Milo,Temperley,Temperley,LB,LB,1,33.0,125000,2025-12-31,11,792,Argentina,Argentina,left,183,75,no,8.978557,7.95,3.182535,1.362,5.56,ARG2,Testing,2025,0.4925961680487178,0.4959863895423363,0.4890063090711556
97,H. Silva,Estudiantes Caseros,Estudiantes Caseros,RB,RB,1,33.0,250000,2025-12-31,15,1328,Argentina,Argentina,right,177,76,no,5.286254,7.52,3.186992,0.338401,6.63,ARG2,Testing,2025,0.3993633533589555,0.4132111084390753,0.4000825643031971
98,M. Rosales,Chaco For Ever,Chaco For Ever,RB,RB,1,33.0,75000,,14,1222,Argentina,Argentina,right,180,70,no,6.776256,9.35,4.271982,0.22125,5.61,ARG2,Testing,2025,0.5106355685395949,0.5198498707237444,0.5101767054559335
99,D. Martínez,Deportivo Madryn,Deportivo Madryn,LB,LB,1,32.0,100000,,14,1165,Argentina,Argentina,left,176,72,no,8.727972,10.82,5.410664000000001,1.393403,7.39,ARG2,Testing,2025,0.7410721299568369,0.7493951471121548,0.7425711720776655
100,M. Del Col,Talleres Remedios,Talleres Remedios,"RB, RWB",RB,1,32.0,50000,,11,667,Argentina,"Argentina, Italy",right,175,78,no,8.769866,8.64,2.967166,0.9450270000000001,7.13,ARG2,Testing,2025,0.5726071352239275,0.5703890125849131,0.5670199630645356
101,A. Bellone,Los Andes,Los Andes,RB,RB,1,32.0,50000,,11,829,Argentina,Argentina,right,181,0,no,9.116797,11.4,4.129020000000001,3.254478,10.3,ARG2,Testing,2025,0.8852133113413625,0.8876496063597764,0.885244597172198
102,N. Pantaleone,Tristán Suárez,Tristán Suárez,"LB, LCB",LB,1,32.0,50000,,14,737,Argentina,Argentina,left,179,75,no,4.51953,7.69,2.808592,0.855958,5.22,ARG2,Testing,2025,0.3265122519010888,0.3353828443064822,0.3239555351049465
103,F. Cobos,Estudiantes Río Cuarto,Estudiantes Río Cuarto,LB,LB,1,32.0,275000,,16,1141,Argentina,Argentina,left,178,78,no,9.859919999999999,9.31,4.887564,1.895,5.43,ARG2,Testing,2025,0.6161072024084926,0.6325023536773818,0.6203785300065082
104,P. Romero,Talleres Remedios,Talleres Remedios,"LB, LW",LB,1,32.0,25000,,14,1194,Argentina,Argentina,left,179,83,no,8.742239999999999,9.05,4.521519000000001,1.355,6.89,ARG2,Testing,2025,0.6216974898478131,0.6372076392374724,0.6255801140672559
105,J. Navas,Patronato,Patronato,"RB, LB",RB,1,31.0,75000,,14,963,Argentina,"Argentina, Spain",right,180,70,no,9.998370000000001,10.75,4.577369999999999,2.803876,7.67,ARG2,Testing,2025,0.7803578528886764,0.7975441418965753,0.7867454044448076
106,M. Pinto,Almagro,Almagro,LB,LB,1,31.0,150000,,9,823,Argentina,Argentina,left,173,74,no,5.357429999999999,7.76,2.733042,0.65533,6.91,ARG2,Testing,2025,0.4244936240682115,0.4389159193666544,0.4257657341844738
107,J. Endrizzi,Gimnasia Jujuy,Gimnasia Jujuy,LB,LB,1,31.0,250000,2025-12-31,16,1535,Argentina,Argentina,left,183,76,no,5.039306999999999,6.04,3.456618,0.528255,4.16,ARG2,Testing,2025,0.234638535167152,0.2497567180996159,0.2342781219217379
108,M. Mauri,Defensores Unidos,Defensores Unidos,LB,LB,1,30.0,0,,7,577,Argentina,Argentina,,0,0,no,6.860079,9.67,3.742421999999999,1.404,6.27,ARG2,Testing,2025,0.541941376722072,0.5432338800970675,0.537807385487022
109,M. Ramos,Agropecuario,Agropecuario,"LB, LWB",LB,1,30.0,75000,,16,1253,Argentina,Argentina,left,170,63,no,9.336568,8.83,5.030578999999999,0.648,4.52,ARG2,Testing,2025,0.5235704762771124,0.5345345124327064,0.5241308008884125
110,R. Ayala,Ferro Carril Oeste,Ferro Carril Oeste,"LB, LWB",LB,1,30.0,150000,,16,1547,Argentina,Argentina,left,175,70,no,5.235766,5.99,2.502268,1.39648,5.94,ARG2,Testing,2025,0.3016236667893301,0.3149352079514016,0.3010505285579654
111,T. Ferreyra,Defensores Unidos,Defensores Unidos,"RB, RW, RCMF",RB,1,30.0,0,,13,823,Argentina,Argentina,,0,0,no,8.528868000000001,7.55,3.72,1.968,4.62,ARG2,Testing,2025,0.4376932276139913,0.4496174736817645,0.4378412040752441
112,F. Rassol,Defensores Unidos,Defensores Unidos,"LB, LCB",LB,1,30.0,0,,6,513,Argentina,Argentina,left,190,0,no,7.189825,7.72,3.509888,1.931875,4.69,ARG2,Testing,2025,0.4066933681409649,0.4126585440892822,0.4035067037991473
113,L. Fernández,Racing Córdoba,Racing Córdoba,"LB, LW",LB,1,30.0,150000,,17,1618,Argentina,Argentina,left,181,0,no,10.291653,9.46,4.393619999999999,2.17005,6.45,ARG2,Testing,2025,0.6737166772598433,0.6844754080481668,0.6757423973085872
114,L. Angelini,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"LB, RB",LB,1,30.0,0,2026-12-31,13,753,Argentina,Argentina,left,185,78,yes,7.173375,9.44,4.78125,1.074375,5.5,ARG2,Testing,2025,0.5398925135863968,0.5490135974441568,0.5396923074627269
115,T. Villoldo,Almirante Brown,Almirante Brown,"LB, LCB",LB,1,30.0,50000,,15,1391,Argentina,Argentina,left,178,76,no,10.419622,10.55,5.561660999999999,1.23025,7.57,ARG2,Testing,2025,0.7842216793313015,0.7879541407403208,0.7838523960497261
116,J. Gauna,Club Atlético Güemes,Club Atlético Güemes,LB,LB,1,30.0,0,2025-12-31,10,585,Argentina,Argentina,left,174,0,no,6.769,8.15,3.693518,0.76875,6.84,ARG2,Testing,2025,0.511244190299266,0.5184120828886835,0.5097577897684136
117,G. Mendoza,Defensores de Belgrano,Defensores de Belgrano,RB,RB,1,30.0,0,2025-12-31,17,1654,Argentina,Argentina,right,175,0,no,11.045034,10.34,5.172195,1.742244,7.44,ARG2,Testing,2025,0.8125321644197233,0.8146471425967663,0.8116415497951586
118,B. Mieres,Club Atlético Mitre,Club Atlético Mitre,"RB, RWB",RB,1,29.0,225000,,13,915,Argentina,Argentina,right,181,70,no,6.885,6.39,2.754148,1.180655,5.47,ARG2,Testing,2025,0.3440265610191004,0.3483616065869866,0.3393614065565723
119,M. Bettini,Club Atlético Güemes,Club Atlético Güemes,RB,RB,1,29.0,175000,,13,1032,Argentina,"Argentina, Italy",right,180,77,no,7.32366,8.72,3.74723,1.310922,7.11,ARG2,Testing,2025,0.5614839714648686,0.5770041519927274,0.5647423950639748
120,E. Ozuna,Deportivo Maipú,Deportivo Maipú,LB,LB,1,29.0,75000,,13,1262,Argentina,Argentina,left,174,69,no,8.626985999999999,9.27,4.560949,1.13928,6.41,ARG2,Testing,2025,0.6095606457479266,0.6197531343984296,0.6106298156248516
121,G. Asís,Patronato,Patronato,"LB, RB",LB,1,29.0,150000,,9,676,Argentina,Argentina,right,174,65,no,9.853104,11.45,5.85681,1.5984,6.63,ARG2,Testing,2025,0.7616224635444516,0.7833908638769175,0.77012921727883
122,I. Escobar,Patronato,Patronato,LB,LB,1,28.0,175000,,9,831,Argentina,Argentina,left,172,66,no,7.257096000000001,8.45,4.1192,0.8648700000000001,5.18,ARG2,Testing,2025,0.4610686593195511,0.4708350934037571,0.4603707423087081
123,M. Ruiz Díaz,Estudiantes Río Cuarto,Estudiantes Río Cuarto,RB,RB,1,28.0,200000,,8,543,Argentina,Argentina,right,179,74,no,6.131411999999999,5.47,2.9808,1.324312,3.39,ARG2,Testing,2025,0.2291537599588385,0.2299308971186381,0.2214905681145077
124,J. Galetto,Gimnasia y Tiro,Gimnasia y Tiro,"RB, RW",RB,1,28.0,0,2025-12-31,17,1075,Argentina,Argentina,right,169,66,no,6.531650999999999,8.2,4.100292,1.003536,5.1,ARG2,Testing,2025,0.4252142826833646,0.4375473875529125,0.4254384122468451
125,J. González,Chacarita Juniors,Chacarita Juniors,RB,RB,1,28.0,650000,,13,1095,Argentina,Argentina,right,171,65,no,9.016836,10.79,4.599472,0.529135,8.19,ARG2,Testing,2025,0.7477879605077875,0.754874745396098,0.748732611391941
126,C. Gorgerino,Alvarado,Alvarado,LB,LB,1,28.0,0,2025-12-31,6,506,Argentina,Argentina,,175,73,no,11.20251,9.43,6.046969000000001,2.490691,4.95,ARG2,Testing,2025,0.6842377028487459,0.7043362869492217,0.6910921044243696
127,A. Murillo,San Martín Tucumán,San Martín Tucumán,RB,RB,1,28.0,175000,,14,1220,Argentina,Argentina,right,178,70,no,8.780147999999999,8.04,3.614409,1.992,6.32,ARG2,Testing,2025,0.5610462922495618,0.5638496411760837,0.5578752766408537
128,N. Fernández,Los Andes,Los Andes,LB,LB,1,28.0,0,2026-12-31,16,1561,Argentina,Argentina,,0,0,no,10.60992,9.57,5.070384000000001,1.385568,6.95,ARG2,Testing,2025,0.706859791571917,0.7202903899103356,0.7105817728285271
129,E. Purita,Arsenal,Arsenal,"RB, RCMF, LCMF",RB,1,28.0,200000,,15,1007,Argentina,"Argentina, Italy",right,169,69,no,7.953432,8.76,4.290982000000001,0.3575,5.44,ARG2,Testing,2025,0.5179331150286531,0.5260015039470587,0.5169715714460059
130,D. Magallanes,Temperley,Temperley,RB,RB,1,28.0,0,2025-12-31,10,783,Argentina,Argentina,right,180,75,no,7.702959999999999,8.05,4.36977,1.955184,5.28,ARG2,Testing,2025,0.4984937725700236,0.5078323445340001,0.4979708044274477
131,L. Flores,Atlanta,Atlanta,RB,RB,1,28.0,175000,2025-12-31,8,553,Argentina,Argentina,right,169,69,no,6.184656,7.49,2.11797,0.3244119999999999,7.65,ARG2,Testing,2025,0.4309042656759132,0.4353431360687195,0.4271994920288976
132,M. Recalde,Gimnasia Mendoza,Gimnasia Mendoza,"LB, LW, RW",LB,1,27.0,0,,15,676,Argentina,Argentina,left,178,0,no,7.323085,6.92,3.192000000000001,0.398598,5.73,ARG2,Testing,2025,0.3964399650037712,0.4057455595504289,0.3948338102631152
133,F. Nadalín,Gimnasia Mendoza,Gimnasia Mendoza,RB,RB,1,27.0,200000,,14,1148,Argentina,Argentina,right,176,73,no,7.445622999999999,9.09,3.369450000000001,2.11729,7.89,ARG2,Testing,2025,0.5881053051283811,0.6133469649570107,0.5965534755659001
134,F. Rizzi,Nueva Chicago,Nueva Chicago,LB,LB,1,27.0,150000,,8,763,Argentina,"Argentina, Italy",left,175,70,no,5.897326,6.96,3.300178,0.236714,5.42,ARG2,Testing,2025,0.3656501129732189,0.3754742777133899,0.3639841799729893
135,M. Rueda,Patronato,Patronato,RB,RB,1,27.0,350000,2025-12-31,11,854,Argentina,Argentina,right,176,73,no,9.5888,11.7,5.588597000000001,1.26437,7.39,ARG2,Testing,2025,0.797394286055589,0.8046477447505112,0.7989415616280064
136,L. Monti,Temperley,Temperley,"RB, RWB",RB,1,27.0,0,,13,901,Argentina,Argentina,right,181,83,no,9.29005,10.59,4.493641999999999,2.0,7.39,ARG2,Testing,2025,0.742813411497647,0.7473521622554591,0.7424187439263549
137,M. Leyendeker,Agropecuario,Agropecuario,"RB, RCB, CB",RB,1,27.0,100000,2025-12-31,16,1481,Argentina,Argentina,right,185,78,no,8.38859,8.45,4.252237,1.88224,5.49,ARG2,Testing,2025,0.5338372941859053,0.5429658586259588,0.5335775866441936
138,J. Salas,All Boys,All Boys,"RB, RCMF, RW",RB,1,27.0,75000,,13,987,Argentina,"Argentina, Italy",right,183,79,no,11.307137,10.49,5.106656,3.098766,7.27,ARG2,Testing,2025,0.8344535271804161,0.841143596555082,0.8361034562588586
139,S. Rinaudo,Central Norte,Central Norte,RB,RB,1,27.0,0,,16,1551,Argentina,Argentina,right,177,0,no,8.5867,9.28,4.352784,1.336542,6.32,ARG2,Testing,2025,0.5904896226158153,0.6012840140700088,0.5916635850057643
140,I. Antunes,San Miguel,San Miguel,"RB, RWB",RB,1,27.0,0,,12,900,Argentina,Argentina,right,178,0,no,8.00034,7.5,3.4,2.7,5.11,ARG2,Testing,2025,0.4692084337806983,0.4652846651177239,0.4616789455328513
141,M. Gancedo,Almagro,Almagro,LB,LB,1,27.0,0,2026-12-31,10,855,Argentina,Argentina,left,0,0,yes,7.261974,9.37,4.52466,0.945,6.72,ARG2,Testing,2025,0.5708717191768546,0.5872966861996538,0.5746853715982861
142,F. Nouet,Tristán Suárez,Tristán Suárez,LB,LB,1,26.0,75000,,8,512,Argentina,Argentina,left,183,77,no,9.4932,7.38,4.221282,0.7017479999999999,3.18,ARG2,Testing,2025,0.4284729468570874,0.4291511181898656,0.4228427640721655
143,M. Vera,Arsenal,Arsenal,RB,RB,1,26.0,0,2025-12-31,15,1274,Argentina,Argentina,right,174,67,no,8.33486,7.49,4.590982,0.212,3.42,ARG2,Testing,2025,0.4053812852374755,0.4146009367639313,0.4038251522487077
144,M. García,Almagro,Almagro,RB,RB,1,26.0,200000,2025-12-31,16,1488,Argentina,"Argentina, Italy",right,177,70,no,7.680959999999999,9.8,4.23125,1.148588,7.77,ARG2,Testing,2025,0.631275325709086,0.6495122233332429,0.6366356664746498
145,F. Castet,Colón,Colón,"LB, LWB",LB,1,26.0,300000,2025-12-31,14,1111,Argentina,Argentina,left,177,72,no,10.367211,10.29,5.263425000000001,1.86252,7.36,ARG2,Testing,2025,0.7805456239211397,0.7816235475865009,0.7787967839264488
146,F. Malagueño,Colegiales,Colegiales,RB,RB,1,26.0,100000,,8,776,Argentina,Argentina,right,167,69,no,8.584463999999999,10.44,6.033181000000001,1.0425,5.73,ARG2,Testing,2025,0.6544501073790201,0.6664462602109884,0.6568996567610536
147,F. Quinteros,Estudiantes Caseros,Estudiantes Caseros,LB,LB,1,26.0,150000,,13,1007,Argentina,Argentina,left,178,69,no,9.026925,9.92,4.912167999999999,1.518552,8.13,ARG2,Testing,2025,0.7294676907976374,0.7477768681359286,0.73589072020802
148,L. Olivera,Gimnasia y Tiro,Gimnasia y Tiro,LB,LB,1,26.0,150000,,9,538,Argentina,Argentina,left,168,68,yes,10.538445,10.71,6.695172,1.003536,5.71,ARG2,Testing,2025,0.756295787889866,0.7518519593582759,0.7515037931057181
149,J. Motroni,Nueva Chicago,Nueva Chicago,RB,RB,1,26.0,0,2025-12-31,14,1215,Argentina,Argentina,right,180,0,no,10.15101,11.7,4.963751999999999,2.37195,7.63,ARG2,Testing,2025,0.8136715975711,0.8239444142840969,0.8169144372331721
150,E. Cardozo,Almirante Brown,Almirante Brown,RB,RB,1,19.0,0,,13,1093,Argentina,Argentina,,0,0,no,11.197074,11.12,5.765584,1.48,6.88,ARG2,Testing,2025,0.8074838583599906,0.8160428945610985,0.8097961870198433
151,N. Kihm,Ferro Carril Oeste,Ferro Carril Oeste,"RB, RCMF, RWB",RB,1,20.0,0,,8,544,Argentina,Argentina,,0,0,no,9.42875,9.43,4.80026,1.656,8.02,ARG2,Testing,2025,0.706837873951787,0.726859550240388,0.713889605556606
152,F. Pérez,Quilmes,Quilmes,"RB, LB",RB,1,21.0,0,,10,641,Argentina,Argentina,right,0,0,yes,9.826459000000002,8.85,4.351848,0.7038179999999999,6.82,ARG2,Testing,2025,0.6288341540456178,0.631002399067466,0.6260506930604862
153,H. Zuliani,San Martín Tucumán,San Martín Tucumán,LB,LB,1,21.0,0,2025-12-31,16,1400,Argentina,Argentina,left,180,82,yes,7.64937,8.49,3.53496,1.351978,7.37,ARG2,Testing,2025,0.5407844498871686,0.5713672148421911,0.5514365495374397
154,F. Saavedra,Gimnasia Mendoza,Gimnasia Mendoza,LB,LB,1,21.0,0,2026-12-31,14,1243,Argentina,Argentina,left,178,73,no,11.584815,9.05,4.704102000000001,1.158672,6.67,ARG2,Testing,2025,0.6446732208323782,0.6669965753712325,0.6522381593716822
155,N. Génez,Temperley,Temperley,LB,LB,1,21.0,250000,2026-12-31,9,651,Argentina,Argentina,left,184,70,yes,9.263339999999998,7.19,4.0105,0.831484,4.0,ARG2,Testing,2025,0.4183041578048871,0.425544855089536,0.4158832590774785
156,D. Ruiz Diaz,Agropecuario,Agropecuario,"RB, LW, RWB",RB,1,22.0,0,,16,1112,Argentina,Argentina,unknown,0,0,no,9.468539999999999,8.42,4.532544,0.7272,5.27,ARG2,Testing,2025,0.5303491184511354,0.5421551375598487,0.5314056751751053
157,I. Vaquero,Deportivo Morón,Deportivo Morón,LB,LB,1,22.0,0,2025-12-31,11,1012,Argentina,Argentina,left,180,0,no,8.270486,8.8,4.537372,1.068518,5.54,ARG2,Testing,2025,0.5443830019812976,0.552989998486195,0.5439699943036451
158,I. Cabrera,Arsenal,Arsenal,LB,LB,1,22.0,0,2025-12-31,11,953,Argentina,Argentina,left,179,78,no,8.784384,8.03,4.060224,1.8887,5.09,ARG2,Testing,2025,0.511653348164092,0.5099709351117883,0.5056998251747874
159,D. Arroyo,Nueva Chicago,Nueva Chicago,"LB, LWB",LB,1,22.0,0,,9,758,Argentina,Argentina,left,174,0,no,9.975,10.21,4.869776,2.015572,7.17,ARG2,Testing,2025,0.743444128897976,0.7506376135742645,0.7443972914816791
160,L. Paredes,Deportivo Maipú,Deportivo Maipú,RB,RB,1,22.0,0,,17,1535,Argentina,Argentina,,188,81,no,7.855391999999999,8.27,3.515589,1.407912,7.03,ARG2,Testing,2025,0.5301691388380068,0.5533701095471287,0.5369808326187114
161,A. Steimbach,Tristán Suárez,Tristán Suárez,"RWB, RB",RWB,1,22.0,0,2026-12-31,16,1167,Argentina,Argentina,right,175,70,yes,10.486247,7.17,3.395179,3.006,4.59,ARG2,Testing,2025,0.4788757691145379,0.4925484044760293,0.4803374591945899
162,L. Correa,Defensores de Belgrano,Defensores de Belgrano,"LB, LW",LB,1,22.0,0,2025-12-31,14,578,Argentina,Argentina,unknown,0,0,no,10.898923,11.06,4.983153000000001,0.779365,8.61,ARG2,Testing,2025,0.8190198496217392,0.8348109340327596,0.8251065503428293
163,A. Quiroga,Chacarita Juniors,Chacarita Juniors,LB,LB,1,23.0,0,2026-12-31,13,1036,Argentina,Argentina,left,179,71,yes,9.380968,9.9,3.388264,2.4348,10.14,ARG2,Testing,2025,0.7472989653670862,0.7672659994446668,0.7547459338389378
164,V. Werro,Alvarado,Alvarado,RB,RB,1,23.0,0,2025-12-31,13,1184,Argentina,Argentina,unknown,168,63,no,9.349600000000002,10.26,6.00831,0.7613359999999999,5.16,ARG2,Testing,2025,0.6433167112448537,0.6556950181686602,0.6458429836530494
165,M. Guillen,Tristán Suárez,Tristán Suárez,"RB, RCB",RB,1,23.0,0,2027-12-31,9,740,Argentina,Argentina,right,0,0,no,11.797017,12.41,7.665,1.45875,5.85,ARG2,Testing,2025,0.8954962400595821,0.9202608058354214,0.9069157963881747
166,F. Hanashiro,Colegiales,Colegiales,LB,LB,1,23.0,0,2025-12-31,13,1222,Argentina,Argentina,left,186,0,no,12.07884,12.37,7.367705999999999,1.10625,6.42,ARG2,Testing,2025,0.9096786022860653,0.9308524071806032,0.9194322298147828
167,L. Ojeda,San Telmo,San Telmo,"LB, LCB",LB,1,23.0,0,2025-12-31,15,1271,Argentina,Argentina,left,177,74,no,11.402288,11.12,4.812702000000001,2.82978,9.49,ARG2,Testing,2025,0.8683589060792067,0.90914059080579,0.8875871143279238
168,N. Cháves,Chacarita Juniors,Chacarita Juniors,LB,LB,1,23.0,150000,2026-12-31,8,651,Argentina,Argentina,left,170,67,no,8.43264,9.82,4.563649999999999,0.690625,6.62,ARG2,Testing,2025,0.6204237044712809,0.6324829660045463,0.6225495409564832
169,G. Dell''Aquila,San Telmo,San Telmo,"RB, RWB",RB,1,24.0,0,,13,1172,Argentina,Argentina,,0,0,no,8.753157000000002,9.06,5.30199,0.6132719999999999,5.63,ARG2,Testing,2025,0.5760629593655904,0.5974392046622611,0.5824323745671095
170,N. Tolosa,Atlanta,Atlanta,LB,LB,1,24.0,0,2026-12-31,8,547,Argentina,Argentina,left,183,70,yes,8.883512,10.2,5.756436,0.495,5.83,ARG2,Testing,2025,0.6431212887453053,0.6499650366169357,0.6428493195540864
171,G. Valdivia,Club Atlético Mitre,Club Atlético Mitre,"LWB, LB, LAMF",LWB,1,24.0,0,2025-12-31,14,699,Argentina,Argentina,left,178,69,no,8.497095,8.76,3.994515,1.672159,7.13,ARG2,Testing,2025,0.6093352637253512,0.6203807595558476,0.6108330390373671
172,M. Vallejos,Ferro Carril Oeste,Ferro Carril Oeste,RB,RB,1,24.0,0,2025-12-31,10,876,Argentina,Argentina,,0,0,no,8.014875,7.4,3.90621,0.7182609999999999,6.33,ARG2,Testing,2025,0.4890265262581608,0.5011177258203432,0.4897953166527775
173,B. Palazzo,Gimnasia Jujuy,Gimnasia Jujuy,"RB, RCB",RB,1,24.0,100000,2025-12-31,11,967,Argentina,Argentina,right,181,75,no,11.075372,13.5,5.862128999999999,2.70085,10.51,ARG2,Testing,2025,0.9717583359220688,0.9832667687855194,0.9772775445815224
174,F. Rodríguez,Defensores de Belgrano,Defensores de Belgrano,LB,LB,1,24.0,0,2025-12-31,14,1284,Argentina,Argentina,left,182,79,yes,9.324534,8.48,4.626765,1.12,5.87,ARG2,Testing,2025,0.5773178857672896,0.5835796963495405,0.5760642207630906
175,A. Sosa,Deportivo Madryn,Deportivo Madryn,RB,RB,1,24.0,250000,,16,1444,Argentina,Argentina,right,176,71,no,10.908576,9.35,5.920655999999999,1.993896,4.41,ARG2,Testing,2025,0.6212527587118154,0.6530317375711941,0.6333501596280654
176,P. Sanz,Central Norte,Central Norte,"LB, LW",LB,1,25.0,0,,12,666,Argentina,Argentina,left,181,0,no,8.51154,9.59,3.917654,1.35,7.31,ARG2,Testing,2025,0.6243665663249001,0.6400201141752903,0.6283495325803942
177,J. Argüello,Defensores Unidos,Defensores Unidos,"RB, LB",RB,1,25.0,75000,,15,1273,Argentina,Argentina,left,176,67,no,5.727002,6.65,2.967462,0.778755,4.5,ARG2,Testing,2025,0.2805549708959142,0.2918501617906645,0.278742940538884
178,J. Cabrera,Deportivo Morón,Deportivo Morón,RB,RB,1,25.0,0,2025-12-31,13,1248,Argentina,Argentina,,180,74,no,7.858683,8.73,3.606282,1.8057,6.66,ARG2,Testing,2025,0.5577131271193765,0.5667153546670299,0.5576391082414868
179,J. Gómez,Atlanta,Atlanta,RB,RB,1,25.0,0,,13,1141,Argentina,Argentina,right,173,66,yes,9.465625,9.15,4.733774,0.633862,6.29,ARG2,Testing,2025,0.6149069301955052,0.6264484362168629,0.6167135297795652
180,M. Belloso,Almirante Brown,Almirante Brown,"LWB, LAMF, LW",LWB,1,25.0,100000,,12,512,Argentina,Argentina,left,175,0,no,9.665888999999998,5.45,3.517436,0.879359,2.55,ARG2,Testing,2025,0.2554868979872389,0.2888249033733324,0.2645494785094255
181,P. Grance,San Miguel,San Miguel,LB,LB,1,25.0,0,,15,1367,Argentina,Argentina,left,176,70,no,9.218883,8.56,5.001975,1.51536,4.84,ARG2,Testing,2025,0.5407253945342482,0.5573916621615105,0.5443459103422639
182,T. Bovone,All Boys,All Boys,LB,LB,1,25.0,0,2025-12-31,17,1556,Argentina,Argentina,left,172,70,no,8.215182,8.62,4.514629999999999,1.042314,6.0,ARG2,Testing,2025,0.5432082937742291,0.5559932768824016,0.5448938342443967
183,M. Sanchez,Central Norte,Central Norte,"LB, LCB",LB,1,26.0,0,,13,1112,Argentina,Argentina,,175,70,no,7.525417,7.93,3.644736,1.700274,5.6,ARG2,Testing,2025,0.46832235795442,0.4797071961640613,0.4685179053183542
184,Raul Chamorro,Racing Córdoba,Racing Córdoba,RB,RB,1,26.0,0,,13,1087,Argentina,Argentina,right,175,0,no,9.438597,9.11,5.714246999999999,0.8262910000000001,4.73,ARG2,Testing,2025,0.5703867283304017,0.5892701962496758,0.5754374091744215
185,J. Antonini,Estudiantes Río Cuarto,Estudiantes Río Cuarto,"RB, LCB, RCB",RB,1,26.0,50000,2025-12-31,17,1473,Argentina,Argentina,right,187,88,no,9.59517,9.78,5.06805,2.750220000000001,6.26,ARG2,Testing,2025,0.7020658617484248,0.7138285100684715,0.704895052900508
186,A. Luque,Chaco For Ever,Chaco For Ever,LB,LB,1,26.0,0,,14,1145,Argentina,Argentina,right,179,71,no,7.467896,9.9,4.48319,0.945,6.02,ARG2,Testing,2025,0.5808665495817085,0.5866404762052525,0.5794034789905761
187,L. Kelly-Heald,Wellington Phoenix,Wellington Phoenix,"LB, LW, LCMF",LB,1,20.0,0,2027-06-30,16,1032,New Zealand,New Zealand,left,198,82,no,11.421146,13.17,7.933459,1.22139,5.92,AUS,Testing,2025,0.9104501943066087,0.9261301617056241,0.9174362596983741
188,K. Bos,Melbourne Victory,Melbourne Victory,LB,LB,1,21.0,0,2027-06-30,26,2296,Australia,Australia,,0,0,no,9.6418,9.33,4.427017,1.644162,6.61,AUS,Testing,2025,0.6455233018308285,0.6564700111735862,0.6473493551471958
189,J. Rawlins,Melbourne Victory,Melbourne Victory,RB,RB,1,21.0,250000,2026-06-30,23,1545,Australia,Australia,right,181,73,no,6.581294999999999,9.26,3.61386,0.9916200000000001,7.94,AUS,Testing,2025,0.5598749636721532,0.5936389561747382,0.5723338077034723
190,C. Shamoon,Western United,Western United,"LB, RB",LB,1,21.0,0,2025-06-30,17,1238,Iraq,"Iraq, Australia",unknown,0,0,no,10.105644,11.05,5.163012,1.30912,6.62,AUS,Testing,2025,0.7282338487068477,0.7399724943905035,0.7313243848098891
191,K. Adamson,Macarthur,Macarthur,RB,RB,1,22.0,0,2025-06-30,26,2359,Australia,Australia,right,185,0,no,11.5248,10.76,5.988157,1.336954,5.79,AUS,Testing,2025,0.7708538386432423,0.7768309414624298,0.7714789027895351
192,J. Courtney-Perkins,Sydney,Sydney,LB,LB,1,22.0,400000,2026-06-30,25,2127,Australia,Australia,left,189,80,no,9.31203,8.8,4.357037999999999,2.0754,6.24,AUS,Testing,2025,0.6219609461354974,0.6294641983913464,0.6218010365495641
